file_name,file_code,parameter,orig_variable_code,variable_code,Unit,type_variable,classes,range,valid_values,missing_values,missing_pop,del,metadati_fattori,metadati_normalizzazione,Unnamed: 14,Unnamed: 15,population
"UCSF - Longitudinal FreeSurfer (FreeSurfer Version 5.1) - Year 1 Base Image [ADNIGO,2]",UCSFFSL51Y1,Other,STATUS,STATUS,,<class 'str'>,partial,,1279.0,0.0,"ADNI1, ADNI3, ADNI4",keep,,,,,
"UCSF - Longitudinal FreeSurfer (FreeSurfer Version 5.1) - Year 1 Base Image [ADNIGO,2]",UCSFFSL51Y1,Volume,ST37SV,LVentricles,mm3,<class 'numpy.float64'>,,"64376.0, 2958.0",1277.0,2.0,"ADNI1, ADNI3, ADNI4",keep,predittore,volume,,,
"UCSF - Longitudinal FreeSurfer (FreeSurfer Version 5.1) - Year 1 Base Image [ADNIGO,2]",UCSFFSL51Y1,Volume,ST10CV,ICV,mm3,<class 'numpy.int64'>,,"2073760.0, 1168740.0",1279.0,0.0,"ADNI1, ADNI3, ADNI4",keep,predittore,volume,,,
"UCSF - Longitudinal FreeSurfer (FreeSurfer Version 5.1) - Year 1 Base Image [ADNIGO,2]",UCSFFSL51Y1,Volume,ST24CV,LEntorhinal,mm3,<class 'numpy.float64'>,,"3302.0, 578.0",1277.0,2.0,"ADNI1, ADNI3, ADNI4",keep,predittore,volume,,,
"UCSF - Longitudinal FreeSurfer (FreeSurfer Version 5.1) - Year 1 Base Image [ADNIGO,2]",UCSFFSL51Y1,Volume,ST26CV,LFusiform,mm3,<class 'numpy.float64'>,,"13730.0, 4732.0",1277.0,2.0,"ADNI1, ADNI3, ADNI4",keep,predittore,volume,,,
"UCSF - Longitudinal FreeSurfer (FreeSurfer Version 5.1) - Year 1 Base Image [ADNIGO,2]",UCSFFSL51Y1,Volume,ST29SV,LHippocampus,mm3,<class 'numpy.float64'>,,"5051.0, 1259.0",1279.0,0.0,"ADNI1, ADNI3, ADNI4",keep,predittore,volume,,,
"UCSF - Longitudinal FreeSurfer (FreeSurfer Version 5.1) - Year 1 Base Image [ADNIGO,2]",UCSFFSL51Y1,Volume,ST40CV,LMidTemp,mm3,<class 'numpy.float64'>,,"14121.0, 4979.0",1276.0,3.0,"ADNI1, ADNI3, ADNI4",keep,predittore,volume,,,
"UCSF - Longitudinal FreeSurfer (FreeSurfer Version 5.1) - Year 1 Base Image [ADNIGO,2]",UCSFFSL51Y1,Volume,ST96SV,RVentricles,mm3,<class 'numpy.float64'>,,"53151.0, 3131.0",1277.0,2.0,"ADNI1, ADNI3, ADNI4",keep,predittore,volume,,,
"UCSF - Longitudinal FreeSurfer (FreeSurfer Version 5.1) - Year 1 Base Image [ADNIGO,2]",UCSFFSL51Y1,Volume,ST83CV,REntorhinal,mm3,<class 'numpy.float64'>,,"3629.0, 517.0",1277.0,2.0,"ADNI1, ADNI3, ADNI4",keep,predittore,volume,,,
"UCSF - Longitudinal FreeSurfer (FreeSurfer Version 5.1) - Year 1 Base Image [ADNIGO,2]",UCSFFSL51Y1,Volume,ST85CV,RFusiform,mm3,<class 'numpy.float64'>,,"13663.0, 4411.0",1277.0,2.0,"ADNI1, ADNI3, ADNI4",keep,predittore,volume,,,
"UCSF - Longitudinal FreeSurfer (FreeSurfer Version 5.1) - Year 1 Base Image [ADNIGO,2]",UCSFFSL51Y1,Volume,ST88SV,RHippocampus,mm3,<class 'numpy.float64'>,,"5278.0, 1575.0",1279.0,0.0,"ADNI1, ADNI3, ADNI4",keep,predittore,volume,,,
"UCSF - Longitudinal FreeSurfer (FreeSurfer Version 5.1) - Year 1 Base Image [ADNIGO,2]",UCSFFSL51Y1,Volume,ST99CV,RMidTemp,mm3,<class 'numpy.float64'>,,"15752.0, 5044.0",1277.0,2.0,"ADNI1, ADNI3, ADNI4",keep,predittore,volume,,,
"UCSF - Longitudinal FreeSurfer (FreeSurfer Version 5.1) - Year 1 Base Image [ADNIGO,2]",UCSFFSL51Y1,,,VISIT_MONTH,,<class 'numpy.int64'>,,"17.0, 0.0",1279.0,0.0,"ADNI1, ADNI3, ADNI4",keep,,,,,
"UCSF - Longitudinal FreeSurfer (FreeSurfer Version 5.1) - Year 1 Base Image [ADNIGO,2]",UCSFFSL51Y1,,,FSVERSION,,<class 'numpy.float64'>,5.1,"5.1, 5.1",1279.0,0.0,"ADNI1, ADNI3, ADNI4",keep,,,,,
"UCSF - Longitudinal FreeSurfer (5.1) - Final Run w/ All A [ADNIGO,2]",UCSFFSL51,ID,RID,RID,,<class 'numpy.int64'>,,"5289.0, 21.0",3114.0,0.0,"ADNI1, ADNI3, ADNI4",keep,,,,,
"UCSF - Longitudinal FreeSurfer (5.1) - Final Run w/ All A [ADNIGO,2]",UCSFFSL51,Visit,VISCODE2,VISCODE,,<class 'str'>,"m60, m72, m84, m96, m120",,3114.0,0.0,"ADNI1, ADNI3, ADNI4",keep,,,,,
"UCSF - Longitudinal FreeSurfer (5.1) - Final Run w/ All A [ADNIGO,2]",UCSFFSL51,Visit,EXAMDATE,EXAMDATE,,<class 'str'>,"2010-10-08, 2011-10-13, 2012-10-04, 2013-10-17, 2015-11-03",,3114.0,0.0,"ADNI1, ADNI3, ADNI4",keep,,,,,
"UCSF - Longitudinal FreeSurfer (5.1) - Final Run w/ All A [ADNIGO,2]",UCSFFSL51,Cohort,COLPROT,COHORT,,<class 'str'>,"ADNIGO, ADNI2, nan",,3113.0,1.0,"ADNI1, ADNI3, ADNI4",keep,,,,,
"UCSF - Longitudinal FreeSurfer (5.1) - Final Run w/ All A [ADNIGO,2]",UCSFFSL51,Other,IMAGEUID,IMAGEUID,,<class 'numpy.int64'>,,"1051225.0, 221959.0",3114.0,0.0,"ADNI1, ADNI3, ADNI4",keep,,,,,
"UCSF - Longitudinal FreeSurfer (5.1) - Final Run w/ All A [ADNIGO,2]",UCSFFSL51,Other,STATUS,STATUS,,<class 'str'>,partial,,3114.0,0.0,"ADNI1, ADNI3, ADNI4",keep,,,,,
"UCSF - Longitudinal FreeSurfer (5.1) - Final Run w/ All A [ADNIGO,2]",UCSFFSL51,Volume,ST37SV,LVentricles,mm3,<class 'numpy.float64'>,,"70095.0, 2878.0",3106.0,8.0,"ADNI1, ADNI3, ADNI4",keep,predittore,volume,,,
"UCSF - Longitudinal FreeSurfer (5.1) - Final Run w/ All A [ADNIGO,2]",UCSFFSL51,Volume,ST10CV,ICV,mm3,<class 'numpy.int64'>,,"2080860.0, 1142800.0",3114.0,0.0,"ADNI1, ADNI3, ADNI4",keep,predittore,volume,,,
"UCSF - Longitudinal FreeSurfer (5.1) - Final Run w/ All A [ADNIGO,2]",UCSFFSL51,Volume,ST24CV,LEntorhinal,mm3,<class 'numpy.float64'>,,"3344.0, 607.0",3106.0,8.0,"ADNI1, ADNI3, ADNI4",keep,predittore,volume,,,
"UCSF - Longitudinal FreeSurfer (5.1) - Final Run w/ All A [ADNIGO,2]",UCSFFSL51,Volume,ST26CV,LFusiform,mm3,<class 'numpy.float64'>,,"15079.0, 4171.0",3106.0,8.0,"ADNI1, ADNI3, ADNI4",keep,predittore,volume,,,
"UCSF - Longitudinal FreeSurfer (5.1) - Final Run w/ All A [ADNIGO,2]",UCSFFSL51,Volume,ST29SV,LHippocampus,mm3,<class 'numpy.float64'>,,"5069.0, 1091.0",3114.0,0.0,"ADNI1, ADNI3, ADNI4",keep,predittore,volume,,,
"UCSF - Longitudinal FreeSurfer (5.1) - Final Run w/ All A [ADNIGO,2]",UCSFFSL51,Volume,ST40CV,LMidTemp,mm3,<class 'numpy.float64'>,,"14136.0, 3845.0",3105.0,9.0,"ADNI1, ADNI3, ADNI4",keep,predittore,volume,,,
"UCSF - Longitudinal FreeSurfer (5.1) - Final Run w/ All A [ADNIGO,2]",UCSFFSL51,Volume,ST96SV,RVentricles,mm3,<class 'numpy.float64'>,,"67939.0, 2372.0",3106.0,8.0,"ADNI1, ADNI3, ADNI4",keep,predittore,volume,,,
"UCSF - Longitudinal FreeSurfer (5.1) - Final Run w/ All A [ADNIGO,2]",UCSFFSL51,Volume,ST83CV,REntorhinal,mm3,<class 'numpy.float64'>,,"3725.0, 309.0",3106.0,8.0,"ADNI1, ADNI3, ADNI4",keep,predittore,volume,,,
"UCSF - Longitudinal FreeSurfer (5.1) - Final Run w/ All A [ADNIGO,2]",UCSFFSL51,Volume,ST85CV,RFusiform,mm3,<class 'numpy.float64'>,,"14353.0, 3475.0",3106.0,8.0,"ADNI1, ADNI3, ADNI4",keep,predittore,volume,,,
"UCSF - Longitudinal FreeSurfer (5.1) - Final Run w/ All A [ADNIGO,2]",UCSFFSL51,Volume,ST88SV,RHippocampus,mm3,<class 'numpy.float64'>,,"5195.0, 1259.0",3114.0,0.0,"ADNI1, ADNI3, ADNI4",keep,predittore,volume,,,
"UCSF - Longitudinal FreeSurfer (5.1) - Final Run w/ All A [ADNIGO,2]",UCSFFSL51,Volume,ST99CV,RMidTemp,mm3,<class 'numpy.float64'>,,"17127.0, 4836.0",3106.0,8.0,"ADNI1, ADNI3, ADNI4",keep,predittore,volume,,,
"UCSF - Longitudinal FreeSurfer (5.1) - Final Run w/ All A [ADNIGO,2]",UCSFFSL51,,,VISIT_MONTH,,<class 'numpy.int64'>,,"75.0, 0.0",3114.0,0.0,"ADNI1, ADNI3, ADNI4",keep,,,,,
"UCSF - Longitudinal FreeSurfer (5.1) - Final Run w/ All A [ADNIGO,2]",UCSFFSL51,,,FSVERSION,,<class 'numpy.float64'>,5.1,"5.1, 5.1",3114.0,0.0,"ADNI1, ADNI3, ADNI4",keep,,,,,
"UCSF - Longitudinal FreeSurfer (FreeSurfer Version 4.4) [ADNI1,GO,2]",UCSFFSL,ID,RID,RID,,<class 'numpy.int64'>,,"1430.0, 3.0",3342.0,0.0,pop not found,keep,,,,,
"UCSF - Longitudinal FreeSurfer (FreeSurfer Version 4.4) [ADNI1,GO,2]",UCSFFSL,Visit,VISCODE2,VISCODE,,<class 'str'>,"sc, m06, m12, m24, m18, m36, m48, f, bl, m60",,3342.0,0.0,pop not found,keep,,,,,
"UCSF - Longitudinal FreeSurfer (FreeSurfer Version 4.4) [ADNI1,GO,2]",UCSFFSL,Visit,EXAMDATE,EXAMDATE,,<class 'str'>,"2005-09-01, 2006-03-13, 2006-09-12, 2007-09-12, 2005-09-22",,3342.0,0.0,pop not found,keep,,,,,
"UCSF - Longitudinal FreeSurfer (FreeSurfer Version 4.4) [ADNI1,GO,2]",UCSFFSL,Other,FLDSTRENG,FLDSTRENG,,<class 'str'>,1.5T,,3342.0,0.0,pop not found,keep,,,,,
"UCSF - Longitudinal FreeSurfer (FreeSurfer Version 4.4) [ADNI1,GO,2]",UCSFFSL,Other,IMAGEUID,IMAGEUID,,<class 'numpy.int64'>,,"322396.0, 31863.0",3342.0,0.0,pop not found,keep,,,,,
"UCSF - Longitudinal FreeSurfer (FreeSurfer Version 4.4) [ADNI1,GO,2]",UCSFFSL,Other,STATUS,STATUS,,<class 'str'>,complete,,3342.0,0.0,pop not found,keep,,,,,
"UCSF - Longitudinal FreeSurfer (FreeSurfer Version 4.4) [ADNI1,GO,2]",UCSFFSL,Volume,ST37SV,LVentricles,mm3,<class 'numpy.float64'>,,"87869.0, 3052.0",3338.0,4.0,pop not found,keep,predittore,volume,,,
"UCSF - Longitudinal FreeSurfer (FreeSurfer Version 4.4) [ADNI1,GO,2]",UCSFFSL,Volume,ST10CV,ICV,mm3,<class 'numpy.int64'>,,"2110290.0, 1166280.0",3342.0,0.0,pop not found,keep,predittore,volume,,,
"UCSF - Longitudinal FreeSurfer (FreeSurfer Version 4.4) [ADNI1,GO,2]",UCSFFSL,Volume,ST24CV,LEntorhinal,mm3,<class 'numpy.float64'>,,"3753.0, 488.0",3338.0,4.0,pop not found,keep,predittore,volume,,,
"UCSF - Longitudinal FreeSurfer (FreeSurfer Version 4.4) [ADNI1,GO,2]",UCSFFSL,Volume,ST26CV,LFusiform,mm3,<class 'numpy.float64'>,,"12965.0, 3623.0",3337.0,5.0,pop not found,keep,predittore,volume,,,
"UCSF - Longitudinal FreeSurfer (FreeSurfer Version 4.4) [ADNI1,GO,2]",UCSFFSL,Volume,ST29SV,LHippocampus,mm3,<class 'numpy.float64'>,,"5330.0, 1402.0",3342.0,0.0,pop not found,keep,predittore,volume,,,
"UCSF - Longitudinal FreeSurfer (FreeSurfer Version 4.4) [ADNI1,GO,2]",UCSFFSL,Volume,ST40CV,LMidTemp,mm3,<class 'numpy.float64'>,,"14083.0, 3556.0",3337.0,5.0,pop not found,keep,predittore,volume,,,
"UCSF - Longitudinal FreeSurfer (FreeSurfer Version 4.4) [ADNI1,GO,2]",UCSFFSL,Volume,ST96SV,RVentricles,mm3,<class 'numpy.float64'>,,"72583.0, 2216.0",3338.0,4.0,pop not found,keep,predittore,volume,,,
"UCSF - Longitudinal FreeSurfer (FreeSurfer Version 4.4) [ADNI1,GO,2]",UCSFFSL,Volume,ST83CV,REntorhinal,mm3,<class 'numpy.float64'>,,"3382.0, 238.0",3338.0,4.0,pop not found,keep,predittore,volume,,,
"UCSF - Longitudinal FreeSurfer (FreeSurfer Version 4.4) [ADNI1,GO,2]",UCSFFSL,Volume,ST85CV,RFusiform,mm3,<class 'numpy.float64'>,,"13506.0, 3819.0",3336.0,6.0,pop not found,keep,predittore,volume,,,
"UCSF - Longitudinal FreeSurfer (FreeSurfer Version 4.4) [ADNI1,GO,2]",UCSFFSL,Volume,ST88SV,RHippocampus,mm3,<class 'numpy.float64'>,,"5338.0, 1058.0",3342.0,0.0,pop not found,keep,predittore,volume,,,
"UCSF - Longitudinal FreeSurfer (FreeSurfer Version 4.4) [ADNI1,GO,2]",UCSFFSL,Volume,ST99CV,RMidTemp,mm3,<class 'numpy.float64'>,,"15374.0, 4496.0",3338.0,4.0,pop not found,keep,predittore,volume,,,
"UCSF - Longitudinal FreeSurfer (FreeSurfer Version 4.4) [ADNI1,GO,2]",UCSFFSL,,,VISIT_MONTH,,<class 'numpy.int64'>,,"70.0, 0.0",3342.0,0.0,pop not found,keep,,,,,
"UCSF - Longitudinal FreeSurfer (FreeSurfer Version 4.4) [ADNI1,GO,2]",UCSFFSL,,,FSVERSION,,<class 'numpy.float64'>,4.4,"4.4, 4.4",3342.0,0.0,pop not found,keep,,,,,
"UCSF - Longitudinal FreeSurfer (FreeSurfer Version 4.4) [ADNI1,GO,2]",UCSFFSL,,,VISIT_MONTH,,,,,,,,,,,,,
"UCSF - Longitudinal FreeSurfer (FreeSurfer Version 4.4) [ADNI1,GO,2]",UCSFFSL,,,FSVERSION,,,,,,,,,,,,,
UCSD - Derived Volumes [ADNI1],UCSDVOL,ID,RID,RID,,<class 'numpy.int64'>,,"1430.0, 3.0",3077.0,0.0,pop not found,keep,,,,,
UCSD - Derived Volumes [ADNI1],UCSDVOL,Visit,VISCODE,VISCODE,,<class 'str'>,"sc, m06, m12, m24, m18, m36",,3077.0,0.0,pop not found,keep,,,,,
UCSD - Derived Volumes [ADNI1],UCSDVOL,Visit,EXAMDATE,EXAMDATE,,<class 'str'>,"2005-09-01, 2006-03-13, 2006-09-12, 2007-09-12, 2005-09-22",,3077.0,0.0,pop not found,keep,,,,,
UCSD - Derived Volumes [ADNI1],UCSDVOL,Other,QCPASS,STATUS,,<class 'str'>,"complete, partial",,3077.0,0.0,pop not found,keep,,,,,
UCSD - Derived Volumes [ADNI1],UCSDVOL,Volume,BRAIN,Brain,mm3,<class 'numpy.int64'>,,"1361820.0, 629016.0",3077.0,0.0,pop not found,keep,predittore,volume,,,
UCSD - Derived Volumes [ADNI1],UCSDVOL,Volume,EICV,ICV,mm3,<class 'numpy.int64'>,,"1951440.0, 1059560.0",3077.0,0.0,pop not found,keep,predittore,volume,,,
UCSD - Derived Volumes [ADNI1],UCSDVOL,Volume,VENTRICLES,Ventricles,mm3,<class 'numpy.float64'>,,"168830.0, 7552.46",3077.0,0.0,pop not found,keep,predittore,volume,,,
UCSD - Derived Volumes [ADNI1],UCSDVOL,Volume,LHIPPOC,LHippocampus,mm3,<class 'numpy.float64'>,,"5514.94, 1287.93",3077.0,0.0,pop not found,keep,predittore,volume,,,
UCSD - Derived Volumes [ADNI1],UCSDVOL,Volume,RHIPPOC,RHippocampus,mm3,<class 'numpy.float64'>,,"5750.4, 1403.57",3077.0,0.0,pop not found,keep,predittore,volume,,,
UCSD - Derived Volumes [ADNI1],UCSDVOL,,,VISIT_MONTH,,<class 'numpy.int64'>,,"42.0, 0.0",3077.0,0.0,pop not found,keep,,,,,
UCSD - Derived Volumes [ADNI1],UCSDVOL,,,FSVERSION,,<class 'str'>,NOT FreeSurfer,,3077.0,0.0,pop not found,keep,,,,,
"UPENN - ADNI/DIAN Study CSF Elecsys Results [ADNI1,GO,2]",UPENNBIOMK_ADNIDIAN_ES_2017,ID,RID,RID,,<class 'numpy.int64'>,,"5285.0, 42.0",410.0,0.0,"ADNI1, ADNIGO, ADNI2, ADNI3, ADNI4",keep,,,,,
"UPENN - ADNI/DIAN Study CSF Elecsys Results [ADNI1,GO,2]",UPENNBIOMK_ADNIDIAN_ES_2017,Visit,VISCODE2,VISCODE,,<class 'str'>,"m60, m84, m108, m24, m36",,410.0,0.0,"ADNI1, ADNIGO, ADNI2, ADNI3, ADNI4",keep,,,,,
"UPENN - ADNI/DIAN Study CSF Elecsys Results [ADNI1,GO,2]",UPENNBIOMK_ADNIDIAN_ES_2017,Visit,EXAMDATE,EXAMDATE,,<class 'str'>,"2011-04-14, 2013-01-24, 2011-02-08, 2013-02-07, 2015-02-12",,410.0,0.0,"ADNI1, ADNIGO, ADNI2, ADNI3, ADNI4",keep,,,,,
"UPENN - ADNI/DIAN Study CSF Elecsys Results [ADNI1,GO,2]",UPENNBIOMK_ADNIDIAN_ES_2017,Cohort,STUDY,COHORT,,<class 'str'>,ADNI,,410.0,0.0,"ADNI1, ADNIGO, ADNI2, ADNI3, ADNI4",keep,,,,,
"UPENN - ADNI/DIAN Study CSF Elecsys Results [ADNI1,GO,2]",UPENNBIOMK_ADNIDIAN_ES_2017,Abeta,ABETA,AB42_CSF,elecsys,<class 'numpy.int64'>,,"2982.0, 238.0",410.0,0.0,"ADNI1, ADNIGO, ADNI2, ADNI3, ADNI4",keep,predittore,intervallo,,,
"UPENN - ADNI/DIAN Study CSF Elecsys Results [ADNI1,GO,2]",UPENNBIOMK_ADNIDIAN_ES_2017,Abeta,AB40,AB40_CSF,elecsys,<class 'numpy.int64'>,,"37590.0, 5550.0",410.0,0.0,"ADNI1, ADNIGO, ADNI2, ADNI3, ADNI4",keep,predittore,intervallo,,,
"UPENN - ADNI/DIAN Study CSF Elecsys Results [ADNI1,GO,2]",UPENNBIOMK_ADNIDIAN_ES_2017,Tau,TAU,TTAU_CSF,elecsys,<class 'numpy.int64'>,,"946.0, 110.0",410.0,0.0,"ADNI1, ADNIGO, ADNI2, ADNI3, ADNI4",keep,predittore,intervallo,,,
"UPENN - ADNI/DIAN Study CSF Elecsys Results [ADNI1,GO,2]",UPENNBIOMK_ADNIDIAN_ES_2017,Tau,PTAU,PT181_CSF,elecsys,<class 'numpy.float64'>,,"118.0, 8.0",409.0,1.0,"ADNI1, ADNIGO, ADNI2, ADNI3, ADNI4",keep,predittore,intervallo,,,
"UPENN - ADNI/DIAN Study CSF Elecsys Results [ADNI1,GO,2]",UPENNBIOMK_ADNIDIAN_ES_2017,Abeta,A4240,AB4240_CSF,elecsys,<class 'numpy.float64'>,,"0.1030146019783325, 0.0199136868064118",410.0,0.0,"ADNI1, ADNIGO, ADNI2, ADNI3, ADNI4",keep,predittore,intervallo,,,
"UPENN - ADNI/DIAN Study CSF Elecsys Results [ADNI1,GO,2]",UPENNBIOMK_ADNIDIAN_ES_2017,Visit,,VISIT_MONTH,,<class 'numpy.int64'>,,"108.0, 0.0",410.0,0.0,"ADNI1, ADNIGO, ADNI2, ADNI3, ADNI4",keep,,,,,
"UPENN - ADNI/DIAN Study CSF Elecsys Results [ADNI1,GO,2]",UPENNBIOMK_ADNIDIAN_ES_2017,Other,,METHOD,,<class 'str'>,elecsys,,410.0,0.0,"ADNI1, ADNIGO, ADNI2, ADNI3, ADNI4",keep,,,,,
"UPENN - ADNI/DIAN Study CSF Elecsys Results [ADNI1,GO,2]",UPENNBIOMK_ADNIDIAN_ES_2017,Tau,,TTAU_AB42_CSF,,<class 'numpy.float64'>,,"2.367052023121387, 0.0803957946815089",410.0,0.0,"ADNI1, ADNIGO, ADNI2, ADNI3, ADNI4",keep,predittore,intervallo,,,
"UPENN - ADNI/DIAN Study CSF Elecsys Results [ADNI1,GO,2]",UPENNBIOMK_ADNIDIAN_ES_2017,Tau,,PT181_AB42_CSF,,<class 'numpy.float64'>,,"0.3034682080924855, 0.0067476383265856",409.0,1.0,"ADNI1, ADNIGO, ADNI2, ADNI3, ADNI4",keep,predittore,intervallo,,,
"UPENN - ADNI/DIAN Study CSF Elecsys Results [ADNI1,GO,2]",UPENNBIOMK_ADNIDIAN_ES_2017,ATN,,Apositive,,<class 'numpy.int64'>,"0, 1","1.0, 0.0",410.0,0.0,"ADNI1, ADNIGO, ADNI2, ADNI3, ADNI4",keep,predittore,,,,
"UPENN - ADNI/DIAN Study CSF Elecsys Results [ADNI1,GO,2]",UPENNBIOMK_ADNIDIAN_ES_2017,ATN,,Tpositive,,<class 'numpy.float64'>,"0.0, 1.0, nan","1.0, 0.0",409.0,1.0,"ADNI1, ADNIGO, ADNI2, ADNI3, ADNI4",keep,predittore,,,,
"UPENN - ADNI/DIAN Study CSF Elecsys Results [ADNI1,GO,2]",UPENNBIOMK_ADNIDIAN_ES_2017,ATN,,Npositive,,<class 'numpy.int64'>,"0, 1","1.0, 0.0",410.0,0.0,"ADNI1, ADNIGO, ADNI2, ADNI3, ADNI4",keep,predittore,,,,
"UPENN CSF Biomarkers Roche Elecsys [ADNI1,GO,2,3]",UPENNBIOMK_ROCHE_ELECSYS,ID,RID,RID,,<class 'numpy.int64'>,,"6846.0, 3.0",2349.0,0.0,ADNI4,keep,,,,,
"UPENN CSF Biomarkers Roche Elecsys [ADNI1,GO,2,3]",UPENNBIOMK_ROCHE_ELECSYS,Visit,VISCODE2,VISCODE,,<class 'str'>,"bl, m12, m24, m48, m60",,2349.0,0.0,ADNI4,keep,,,,,
"UPENN CSF Biomarkers Roche Elecsys [ADNI1,GO,2,3]",UPENNBIOMK_ROCHE_ELECSYS,Visit,EXAMDATE,EXAMDATE,,<class 'str'>,"2005-09-12, 2006-09-13, 2005-11-22, 2006-11-28, 2005-09-07",,2349.0,0.0,ADNI4,keep,,,,,
"UPENN CSF Biomarkers Roche Elecsys [ADNI1,GO,2,3]",UPENNBIOMK_ROCHE_ELECSYS,Cohort,PHASE,COHORT,,<class 'str'>,"ADNI1, ADNIGO, ADNI2, ADNI3",,2349.0,0.0,ADNI4,keep,,,,,
"UPENN CSF Biomarkers Roche Elecsys [ADNI1,GO,2,3]",UPENNBIOMK_ROCHE_ELECSYS,Abeta,ABETA42,AB42_CSF,elecsys,<class 'numpy.float64'>,,"4779.0, 212.3",2344.0,5.0,ADNI4,keep,predittore,intervallo,,,
"UPENN CSF Biomarkers Roche Elecsys [ADNI1,GO,2,3]",UPENNBIOMK_ROCHE_ELECSYS,Tau,TAU,TTAU_CSF,elecsys,<class 'numpy.float64'>,,"1018.0, 80.08",2341.0,8.0,ADNI4,keep,predittore,intervallo,,,
"UPENN CSF Biomarkers Roche Elecsys [ADNI1,GO,2,3]",UPENNBIOMK_ROCHE_ELECSYS,Tau,PTAU,PT181_CSF,elecsys,<class 'numpy.float64'>,,"108.5, 8.26",2330.0,19.0,ADNI4,keep,predittore,intervallo,,,
"UPENN CSF Biomarkers Roche Elecsys [ADNI1,GO,2,3]",UPENNBIOMK_ROCHE_ELECSYS,Visit,,VISIT_MONTH,,<class 'numpy.int64'>,,"186.0, 0.0",2349.0,0.0,ADNI4,keep,,,,,
"UPENN CSF Biomarkers Roche Elecsys [ADNI1,GO,2,3]",UPENNBIOMK_ROCHE_ELECSYS,Other,,METHOD,,<class 'str'>,elecsys,,2349.0,0.0,ADNI4,keep,,,,,
"UPENN CSF Biomarkers Roche Elecsys [ADNI1,GO,2,3]",UPENNBIOMK_ROCHE_ELECSYS,Tau,,TTAU_AB42_CSF,,<class 'numpy.float64'>,,"3.048989379924632, 0.0686699507389162",2336.0,13.0,ADNI4,keep,predittore,intervallo,,,
"UPENN CSF Biomarkers Roche Elecsys [ADNI1,GO,2,3]",UPENNBIOMK_ROCHE_ELECSYS,Tau,,PT181_AB42_CSF,,<class 'numpy.float64'>,,"0.3432682425488181, 0.005528625156707",2326.0,23.0,ADNI4,keep,predittore,intervallo,,,
"UPENN CSF Biomarkers Roche Elecsys [ADNI1,GO,2,3]",UPENNBIOMK_ROCHE_ELECSYS,ATN,,Apositive,,<class 'numpy.float64'>,"1.0, 0.0, nan","1.0, 0.0",2344.0,5.0,ADNI4,keep,predittore,,,,
"UPENN CSF Biomarkers Roche Elecsys [ADNI1,GO,2,3]",UPENNBIOMK_ROCHE_ELECSYS,ATN,,Tpositive,,<class 'numpy.float64'>,"1.0, 0.0, nan","1.0, 0.0",2330.0,19.0,ADNI4,keep,predittore,,,,
"UPENN CSF Biomarkers Roche Elecsys [ADNI1,GO,2,3]",UPENNBIOMK_ROCHE_ELECSYS,ATN,,Npositive,,<class 'numpy.float64'>,"0.0, 1.0, nan","1.0, 0.0",2341.0,8.0,ADNI4,keep,predittore,,,,
"EUROIMMUN CSF Beta-Amyloid [ADNIGO,2]",EUROIMMUN,ID,RID,RID,,<class 'numpy.int64'>,,"5067.0, 51.0",119.0,0.0,pop not found,keep,,,,,
"EUROIMMUN CSF Beta-Amyloid [ADNIGO,2]",EUROIMMUN,Visit,VISCODE2,VISCODE,,<class 'str'>,"m72, m60, m48, m36, m24, bl, m06",,119.0,0.0,pop not found,keep,,,,,
"EUROIMMUN CSF Beta-Amyloid [ADNIGO,2]",EUROIMMUN,Visit,EXAMDATE,EXAMDATE,,<class 'str'>,"2011-08-11, 2010-12-15, 2011-04-05, 2011-04-14, 2012-06-06",,119.0,0.0,pop not found,keep,,,,,
"EUROIMMUN CSF Beta-Amyloid [ADNIGO,2]",EUROIMMUN,Abeta,BETA_AMYLOID_1_40,AB40_CSF,elisa,<class 'numpy.float64'>,,"18996.2, 4695.53",119.0,0.0,pop not found,keep,predittore,intervallo,,,
"EUROIMMUN CSF Beta-Amyloid [ADNIGO,2]",EUROIMMUN,Abeta,BETA_AMYLOID_1_42,AB42_CSF,elisa,<class 'numpy.float64'>,,"1987.9, 264.01",119.0,0.0,pop not found,keep,predittore,intervallo,,,
"EUROIMMUN CSF Beta-Amyloid [ADNIGO,2]",EUROIMMUN,Abeta,BETA_AMYLOID_42_40,AB4240_CSF,elisa,<class 'numpy.float64'>,,"0.1642912054820536, 0.029725900116144",119.0,0.0,pop not found,keep,predittore,intervallo,,,
"EUROIMMUN CSF Beta-Amyloid [ADNIGO,2]",EUROIMMUN,Visit,,VISIT_MONTH,,<class 'numpy.int64'>,0,"0.0, 0.0",119.0,0.0,pop not found,keep,,,,,
"EUROIMMUN CSF Beta-Amyloid [ADNIGO,2]",EUROIMMUN,Other,,METHOD,,<class 'str'>,elisa,,119.0,0.0,pop not found,keep,,,,,
"EUROIMMUN CSF Beta-Amyloid [ADNIGO,2]",EUROIMMUN,ATN,,Apositive,,<class 'numpy.int64'>,"1, 0","1.0, 0.0",119.0,0.0,pop not found,keep,predittore,,,,
"Fujirebio Beta-Amyloid Ratio [ADNIGO,2] ",FUJIREBIOABETA,ID,RID,RID,,<class 'numpy.int64'>,,"5295.0, 42.0",421.0,0.0,pop not found,keep,,,,,
