file_name,file_code,parameter,orig_variable_code,variable_code,Unit,type_variable,classes,range,subj_tot,subj_multiple_visits,valid_values,missing_values,missing_pop,del,metadati_fattori,metadati_normalizzazione,Unnamed: 14,Unnamed: 15,population
Diagnostic Summary,DXSUM,,,VISIT_MONTH,,<class 'numpy.int64'>,,"88.0, 0.0",641.0,588.0,2750.0,0.0,"ADNIGO, ADNI2, ADNI3, ADNI4",keep,,,,,
Diagnostic Summary,DXSUM,Diagnosi,['DIAGNOSIS'],DX/CN,,<class 'numpy.bool'>,"True, False",,641.0,588.0,2750.0,0.0,"ADNIGO, ADNI2, ADNI3, ADNI4",keep,,,,,
Diagnostic Summary,DXSUM,Diagnosi,['DIAGNOSIS'],DX/Dementia,,<class 'numpy.bool'>,"False, True",,641.0,588.0,2750.0,0.0,"ADNIGO, ADNI2, ADNI3, ADNI4",keep,,,,,
Diagnostic Summary,DXSUM,Diagnosi,['DIAGNOSIS'],DX/MCI,,<class 'numpy.bool'>,"False, True",,641.0,588.0,2750.0,0.0,"ADNIGO, ADNI2, ADNI3, ADNI4",keep,,,,,
UCSF - ADNI-1 3T Cross-Sectional FreeSurfer (5.1) [ADNI1],UCSFFSX51_ADNI1_3T,ID,RID,RID,,<class 'numpy.int64'>,,"1387.0, 15.0",138.0,110.0,435.0,0.0,pop not found,keep,,,,,
UCSF - ADNI-1 3T Cross-Sectional FreeSurfer (5.1) [ADNI1],UCSFFSX51_ADNI1_3T,Visit,VISCODE,VISCODE,,<class 'str'>,"bl, m06, m12, m24, m36, m18",,138.0,110.0,435.0,0.0,pop not found,keep,,,,,
UCSF - ADNI-1 3T Cross-Sectional FreeSurfer (5.1) [ADNI1],UCSFFSX51_ADNI1_3T,Visit,EXAMDATE,EXAMDATE,,<class 'str'>,"2005-10-31, 2006-05-02, 2006-10-16, 2007-10-11, 2009-04-27",,138.0,110.0,435.0,0.0,pop not found,keep,,,,,
UCSF - ADNI-1 3T Cross-Sectional FreeSurfer (5.1) [ADNI1],UCSFFSX51_ADNI1_3T,Other,IMAGEUID,IMAGEUID,,<class 'numpy.int64'>,,"205567.0, 32755.0",138.0,110.0,435.0,0.0,pop not found,keep,,,,,
UCSF - ADNI-1 3T Cross-Sectional FreeSurfer (5.1) [ADNI1],UCSFFSX51_ADNI1_3T,Other,STATUS,STATUS,,<class 'str'>,partial,,138.0,110.0,435.0,0.0,pop not found,keep,,,,,
UCSF - ADNI-1 3T Cross-Sectional FreeSurfer (5.1) [ADNI1],UCSFFSX51_ADNI1_3T,,,VISIT_MONTH,,<class 'numpy.int64'>,,"42.0, 0.0",138.0,110.0,435.0,0.0,pop not found,keep,,,,,
UCSF - ADNI-1 3T Cross-Sectional FreeSurfer (5.1) [ADNI1],UCSFFSX51_ADNI1_3T,,,FSVERSION,,<class 'numpy.float64'>,5.1,"5.1, 5.1",138.0,110.0,435.0,0.0,pop not found,keep,,,,,
UCSF - ADNI-1 3T Cross-Sectional FreeSurfer (5.1) [ADNI1],UCSFFSX51_ADNI1_3T,,,FLDSTRENG,,<class 'str'>,3T,,138.0,110.0,435.0,0.0,pop not found,keep,,,,,
UCSF - ADNI-1 3T Cross-Sectional FreeSurfer (5.1) [ADNI1],UCSFFSX51_ADNI1_3T,Volume,['ST10CV'],ICV%ICV,,<class 'numpy.float64'>,100.0,"100.0, 100.0",138.0,110.0,435.0,0.0,pop not found,keep,predittore,volume,,,
UCSF - ADNI-1 3T Cross-Sectional FreeSurfer (5.1) [ADNI1],UCSFFSX51_ADNI1_3T,Volume,"['ST26CV', 'ST85CV']",Fusiform%ICV,,<class 'numpy.float64'>,,"1.5706641000962462, 0.7487820448207506",136.0,107.0,421.0,14.0,pop not found,keep,predittore,volume,,,
UCSF - ADNI-1 3T Cross-Sectional FreeSurfer (5.1) [ADNI1],UCSFFSX51_ADNI1_3T,Volume,"['ST29SV', 'ST88SV']",Hippocampus%ICV,,<class 'numpy.float64'>,,"0.6037583960151945, 0.24194271571282533",138.0,110.0,435.0,0.0,pop not found,keep,predittore,volume,,,
UCSF - ADNI-1 3T Cross-Sectional FreeSurfer (5.1) [ADNI1],UCSFFSX51_ADNI1_3T,Volume,"['ST37SV', 'ST96SV']",Ventricles%ICV,,<class 'numpy.float64'>,,"7.311707812792291, 0.5659624366882797",136.0,107.0,421.0,14.0,pop not found,keep,predittore,volume,,,
UCSF - ADNI-1 3T Cross-Sectional FreeSurfer (5.1) [ADNI1],UCSFFSX51_ADNI1_3T,Volume,"['ST24CV', 'ST83CV']",Entorhinal%ICV,,<class 'numpy.float64'>,,"0.386255960269945, 0.09093509482661132",136.0,107.0,421.0,14.0,pop not found,keep,predittore,volume,,,
UCSF - ADNI-1 3T Cross-Sectional FreeSurfer (5.1) [ADNI1],UCSFFSX51_ADNI1_3T,Volume,"['ST40CV', 'ST99CV']",MidTemp%ICV,,<class 'numpy.float64'>,,"1.6242053341836908, 0.8075818760579329",136.0,107.0,421.0,14.0,pop not found,keep,predittore,volume,,,
"UCSF - Cross-Sectional FreeSurfer (5.1) [ADNI1,GO,2]",UCSFFSX51,ID,RID,RID,,<class 'numpy.int64'>,,"5295.0, 21.0",1049.0,878.0,4038.0,0.0,"ADNI3, ADNI4",keep,,,,,
"UCSF - Cross-Sectional FreeSurfer (5.1) [ADNI1,GO,2]",UCSFFSX51,Cohort,COLPROT,COHORT,,<class 'str'>,"ADNIGO, ADNI2, ADNI1, nv",,1049.0,878.0,4038.0,0.0,"ADNI3, ADNI4",keep,,,,,
"UCSF - Cross-Sectional FreeSurfer (5.1) [ADNI1,GO,2]",UCSFFSX51,Visit,VISCODE2,VISCODE,,<class 'str'>,"m60, m72, m84, m96, m120",,1049.0,878.0,4038.0,0.0,"ADNI3, ADNI4",keep,,,,,
"UCSF - Cross-Sectional FreeSurfer (5.1) [ADNI1,GO,2]",UCSFFSX51,Visit,EXAMDATE,EXAMDATE,,<class 'str'>,"2010-10-08, 2011-10-13, 2012-10-04, 2013-10-17, 2015-11-03",,1049.0,878.0,4038.0,0.0,"ADNI3, ADNI4",keep,,,,,
"UCSF - Cross-Sectional FreeSurfer (5.1) [ADNI1,GO,2]",UCSFFSX51,Other,IMAGEUID,IMAGEUID,,<class 'numpy.int64'>,,"1051225.0, 221959.0",1049.0,878.0,4038.0,0.0,"ADNI3, ADNI4",keep,,,,,
"UCSF - Cross-Sectional FreeSurfer (5.1) [ADNI1,GO,2]",UCSFFSX51,Other,STATUS,STATUS,,<class 'str'>,"complete, partial",,1049.0,878.0,4038.0,0.0,"ADNI3, ADNI4",keep,,,,,
"UCSF - Cross-Sectional FreeSurfer (5.1) [ADNI1,GO,2]",UCSFFSX51,,,VISIT_MONTH,,<class 'numpy.int64'>,,"75.0, 0.0",1049.0,878.0,4038.0,0.0,"ADNI3, ADNI4",keep,,,,,
"UCSF - Cross-Sectional FreeSurfer (5.1) [ADNI1,GO,2]",UCSFFSX51,,,FSVERSION,,<class 'numpy.float64'>,5.1,"5.1, 5.1",1049.0,878.0,4038.0,0.0,"ADNI3, ADNI4",keep,,,,,
"UCSF - Cross-Sectional FreeSurfer (5.1) [ADNI1,GO,2]",UCSFFSX51,Volume,['ST10CV'],ICV%ICV,,<class 'numpy.float64'>,100.0,"100.0, 100.0",1049.0,878.0,4038.0,0.0,"ADNI3, ADNI4",keep,predittore,volume,,,
"UCSF - Cross-Sectional FreeSurfer (5.1) [ADNI1,GO,2]",UCSFFSX51,Volume,"['ST26CV', 'ST85CV']",Fusiform%ICV,,<class 'numpy.float64'>,,"1.9521513461884874, 0.5999221759162658",1046.0,870.0,3969.0,69.0,"ADNI3, ADNI4",keep,predittore,volume,,,
"UCSF - Cross-Sectional FreeSurfer (5.1) [ADNI1,GO,2]",UCSFFSX51,Volume,"['ST29SV', 'ST88SV']",Hippocampus%ICV,,<class 'numpy.float64'>,,"0.9364182351602286, 0.1629318005109408",1049.0,878.0,4038.0,0.0,"ADNI3, ADNI4",keep,predittore,volume,,,
"UCSF - Cross-Sectional FreeSurfer (5.1) [ADNI1,GO,2]",UCSFFSX51,Volume,"['ST37SV', 'ST96SV']",Ventricles%ICV,,<class 'numpy.float64'>,,"8.037593538424991, 0.400345083465555",1046.0,871.0,3970.0,68.0,"ADNI3, ADNI4",keep,predittore,volume,,,
"UCSF - Cross-Sectional FreeSurfer (5.1) [ADNI1,GO,2]",UCSFFSX51,Volume,"['ST24CV', 'ST83CV']",Entorhinal%ICV,,<class 'numpy.float64'>,,"0.47142081149730564, 0.07006819020729046",1046.0,871.0,3971.0,67.0,"ADNI3, ADNI4",keep,predittore,volume,,,
"UCSF - Cross-Sectional FreeSurfer (5.1) [ADNI1,GO,2]",UCSFFSX51,Volume,"['ST40CV', 'ST99CV']",MidTemp%ICV,,<class 'numpy.float64'>,,"2.060790383909134, 0.7182179445112836",1046.0,871.0,3969.0,69.0,"ADNI3, ADNI4",keep,predittore,volume,,,
UCSF - Cross-Sectional FreeSurfer (6.0) [ADNI3],UCSFFSX6,ID,RID,RID,,<class 'numpy.int64'>,,"7123.0, 21.0",1122.0,625.0,2222.0,0.0,"ADNI1, ADNIGO, ADNI2, ADNI4",keep,,,,,
UCSF - Cross-Sectional FreeSurfer (6.0) [ADNI3],UCSFFSX6,Cohort,PHASE,COHORT,,<class 'str'>,ADNI3,,1122.0,625.0,2222.0,0.0,"ADNI1, ADNIGO, ADNI2, ADNI4",keep,,,,,
UCSF - Cross-Sectional FreeSurfer (6.0) [ADNI3],UCSFFSX6,Visit,VISCODE2,VISCODE,,<class 'str'>,"m84, m60, m72, m48, m78",,1122.0,625.0,2220.0,2.0,"ADNI1, ADNIGO, ADNI2, ADNI4",keep,,,,,
UCSF - Cross-Sectional FreeSurfer (6.0) [ADNI3],UCSFFSX6,Visit,EXAMDATE,EXAMDATE,,<class 'str'>,"2018-11-12, 2017-05-03, 2018-05-22, 2019-05-30, 2017-08-07",,1122.0,625.0,2222.0,0.0,"ADNI1, ADNIGO, ADNI2, ADNI4",keep,,,,,
UCSF - Cross-Sectional FreeSurfer (6.0) [ADNI3],UCSFFSX6,Other,IMAGEUID,IMAGEUID,,<class 'numpy.int64'>,,"10298187.0, 808819.0",1122.0,625.0,2222.0,0.0,"ADNI1, ADNIGO, ADNI2, ADNI4",keep,,,,,
UCSF - Cross-Sectional FreeSurfer (6.0) [ADNI3],UCSFFSX6,Other,STATUS,STATUS,,<class 'str'>,complete,,1122.0,625.0,2222.0,0.0,"ADNI1, ADNIGO, ADNI2, ADNI4",keep,,,,,
UCSF - Cross-Sectional FreeSurfer (6.0) [ADNI3],UCSFFSX6,,,VISIT_MONTH,,<class 'numpy.int64'>,,"65.0, 0.0",1122.0,625.0,2222.0,0.0,"ADNI1, ADNIGO, ADNI2, ADNI4",keep,,,,,
UCSF - Cross-Sectional FreeSurfer (6.0) [ADNI3],UCSFFSX6,,,FSVERSION,,<class 'numpy.float64'>,6.0,"6.0, 6.0",1122.0,625.0,2222.0,0.0,"ADNI1, ADNIGO, ADNI2, ADNI4",keep,,,,,
UCSF - Cross-Sectional FreeSurfer (6.0) [ADNI3],UCSFFSX6,Volume,['ST10CV'],ICV%ICV,,<class 'numpy.float64'>,100.0,"100.0, 100.0",1122.0,625.0,2222.0,0.0,"ADNI1, ADNIGO, ADNI2, ADNI4",keep,predittore,volume,,,
UCSF - Cross-Sectional FreeSurfer (6.0) [ADNI3],UCSFFSX6,Volume,"['ST26CV', 'ST85CV']",Fusiform%ICV,,<class 'numpy.float64'>,,"1.7210546236957676, 0.5258698911615121",1004.0,499.0,1807.0,415.0,"ADNI1, ADNIGO, ADNI2, ADNI4",keep,predittore,volume,,,
UCSF - Cross-Sectional FreeSurfer (6.0) [ADNI3],UCSFFSX6,Volume,"['ST29SV', 'ST88SV']",Hippocampus%ICV,,<class 'numpy.float64'>,,"0.7146280851966258, 0.1760160968598409",1053.0,541.0,1954.0,268.0,"ADNI1, ADNIGO, ADNI2, ADNI4",keep,predittore,volume,,,
UCSF - Cross-Sectional FreeSurfer (6.0) [ADNI3],UCSFFSX6,Volume,"['ST37SV', 'ST96SV']",Ventricles%ICV,,<class 'numpy.float64'>,,"8.550065943306047, 0.5883589919181652",1103.0,608.0,2136.0,86.0,"ADNI1, ADNIGO, ADNI2, ADNI4",keep,predittore,volume,,,
UCSF - Cross-Sectional FreeSurfer (6.0) [ADNI3],UCSFFSX6,Volume,"['ST24CV', 'ST83CV']",Entorhinal%ICV,,<class 'numpy.float64'>,,"0.5362407594961092, 0.08551350876254815",1051.0,539.0,1947.0,275.0,"ADNI1, ADNIGO, ADNI2, ADNI4",keep,predittore,volume,,,
UCSF - Cross-Sectional FreeSurfer (6.0) [ADNI3],UCSFFSX6,Volume,"['ST40CV', 'ST99CV']",MidTemp%ICV,,<class 'numpy.float64'>,,"1.931520307794448, 0.6070207072828199",1070.0,569.0,2040.0,182.0,"ADNI1, ADNIGO, ADNI2, ADNI4",keep,predittore,volume,,,
"UCSF - Cross-Sectional FreeSurfer (7.x) [ADNI1,GO,2,3,4]",UCSFFSX7,ID,RID,RID,,<class 'numpy.int64'>,,"10849.0, 21.0",807.0,40.0,847.0,0.0,"ADNI1, ADNIGO, ADNI2, ADNI3",keep,,,,,
"UCSF - Cross-Sectional FreeSurfer (7.x) [ADNI1,GO,2,3,4]",UCSFFSX7,Cohort,PHASE,COHORT,,<class 'str'>,ADNI4,,807.0,40.0,847.0,0.0,"ADNI1, ADNIGO, ADNI2, ADNI3",keep,,,,,
"UCSF - Cross-Sectional FreeSurfer (7.x) [ADNI1,GO,2,3,4]",UCSFFSX7,Visit,VISCODE2,VISCODE,,<class 'str'>,"m156, m138, m144, m72, sc",,806.0,40.0,846.0,1.0,"ADNI1, ADNIGO, ADNI2, ADNI3",keep,,,,,
"UCSF - Cross-Sectional FreeSurfer (7.x) [ADNI1,GO,2,3,4]",UCSFFSX7,Visit,EXAMDATE,EXAMDATE,,<class 'str'>,"2025-01-03, 2025-01-07, 2023-11-17, 2024-07-22, 2024-08-27",,807.0,40.0,847.0,0.0,"ADNI1, ADNIGO, ADNI2, ADNI3",keep,,,,,
"UCSF - Cross-Sectional FreeSurfer (7.x) [ADNI1,GO,2,3,4]",UCSFFSX7,Other,IMAGEUID,IMAGEUID,,<class 'numpy.int64'>,,"11332639.0, 10251970.0",807.0,40.0,847.0,0.0,"ADNI1, ADNIGO, ADNI2, ADNI3",keep,,,,,
"UCSF - Cross-Sectional FreeSurfer (7.x) [ADNI1,GO,2,3,4]",UCSFFSX7,Other,FIELD_STRENGTH,FLDSTRENG,,<class 'str'>,3T,,807.0,40.0,847.0,0.0,"ADNI1, ADNIGO, ADNI2, ADNI3",keep,,,,,
"UCSF - Cross-Sectional FreeSurfer (7.x) [ADNI1,GO,2,3,4]",UCSFFSX7,Other,FSVER,FSVERSION,,<class 'str'>,7.4.1,,807.0,40.0,847.0,0.0,"ADNI1, ADNIGO, ADNI2, ADNI3",keep,,,,,
"UCSF - Cross-Sectional FreeSurfer (7.x) [ADNI1,GO,2,3,4]",UCSFFSX7,Other,STATUS,STATUS,,<class 'str'>,complete,,807.0,40.0,847.0,0.0,"ADNI1, ADNIGO, ADNI2, ADNI3",keep,,,,,
"UCSF - Cross-Sectional FreeSurfer (7.x) [ADNI1,GO,2,3,4]",UCSFFSX7,,,VISIT_MONTH,,<class 'numpy.int64'>,,"232.0, 0.0",807.0,40.0,847.0,0.0,"ADNI1, ADNIGO, ADNI2, ADNI3",keep,,,,,
"UCSF - Cross-Sectional FreeSurfer (7.x) [ADNI1,GO,2,3,4]",UCSFFSX7,Volume,['ST10CV'],ICV%ICV,,<class 'numpy.float64'>,100.0,"100.0, 100.0",807.0,40.0,847.0,0.0,"ADNI1, ADNIGO, ADNI2, ADNI3",keep,predittore,volume,,,
"UCSF - Cross-Sectional FreeSurfer (7.x) [ADNI1,GO,2,3,4]",UCSFFSX7,Volume,"['ST26CV', 'ST85CV']",Fusiform%ICV,,<class 'numpy.float64'>,,"1.681411451501271, 0.5564436381552507",553.0,17.0,570.0,277.0,"ADNI1, ADNIGO, ADNI2, ADNI3",keep,predittore,volume,,,
"UCSF - Cross-Sectional FreeSurfer (7.x) [ADNI1,GO,2,3,4]",UCSFFSX7,Volume,"['ST29SV', 'ST88SV']",Hippocampus%ICV,,<class 'numpy.float64'>,,"0.7110818269307775, 0.26519563222667025",705.0,27.0,732.0,115.0,"ADNI1, ADNIGO, ADNI2, ADNI3",keep,predittore,volume,,,
"UCSF - Cross-Sectional FreeSurfer (7.x) [ADNI1,GO,2,3,4]",UCSFFSX7,Volume,"['ST37SV', 'ST96SV']",Ventricles%ICV,,<class 'numpy.float64'>,,"7.223636139652472, 0.45959000184325705",794.0,38.0,832.0,15.0,"ADNI1, ADNIGO, ADNI2, ADNI3",keep,predittore,volume,,,
"UCSF - Cross-Sectional FreeSurfer (7.x) [ADNI1,GO,2,3,4]",UCSFFSX7,Volume,"['ST24CV', 'ST83CV']",Entorhinal%ICV,,<class 'numpy.float64'>,,"0.4637396156319965, 0.11084580763807263",702.0,25.0,727.0,120.0,"ADNI1, ADNIGO, ADNI2, ADNI3",keep,predittore,volume,,,
"UCSF - Cross-Sectional FreeSurfer (7.x) [ADNI1,GO,2,3,4]",UCSFFSX7,Volume,"['ST40CV', 'ST99CV']",MidTemp%ICV,,<class 'numpy.float64'>,,"1.9387161375409407, 0.41215893540457554",622.0,24.0,646.0,201.0,"ADNI1, ADNIGO, ADNI2, ADNI3",keep,predittore,volume,,,
"UCSF - Cross-Sectional FreeSurfer (FreeSurfer Version 4.3) [ADNI1,GO,2]",UCSFFSX,ID,RID,RID,,<class 'numpy.int64'>,,"1435.0, 2.0",842.0,765.0,4076.0,0.0,pop not found,keep,,,,,
"UCSF - Cross-Sectional FreeSurfer (FreeSurfer Version 4.3) [ADNI1,GO,2]",UCSFFSX,Visit,VISCODE,VISCODE,,<class 'str'>,"sc, m06, m12, m24, m18",,842.0,765.0,3939.0,137.0,pop not found,keep,,,,,
"UCSF - Cross-Sectional FreeSurfer (FreeSurfer Version 4.3) [ADNI1,GO,2]",UCSFFSX,Visit,EXAMDATE,EXAMDATE,,<class 'str'>,"2005-08-26, 2005-09-01, 2006-03-13, 2006-09-12, 2007-09-12",,842.0,765.0,4076.0,0.0,pop not found,keep,,,,,
"UCSF - Cross-Sectional FreeSurfer (FreeSurfer Version 4.3) [ADNI1,GO,2]",UCSFFSX,Other,FLDSTRENG,FLDSTRENG,,<class 'str'>,"1.5T, nanT",,842.0,765.0,4076.0,0.0,pop not found,keep,,,,,
"UCSF - Cross-Sectional FreeSurfer (FreeSurfer Version 4.3) [ADNI1,GO,2]",UCSFFSX,Other,IMAGEUID,IMAGEUID,,<class 'numpy.int64'>,,"488736.0, 31863.0",842.0,765.0,4076.0,0.0,pop not found,keep,,,,,
"UCSF - Cross-Sectional FreeSurfer (FreeSurfer Version 4.3) [ADNI1,GO,2]",UCSFFSX,Other,STATUS,STATUS,,<class 'str'>,complete,,842.0,765.0,4076.0,0.0,pop not found,keep,,,,,
"UCSF - Cross-Sectional FreeSurfer (FreeSurfer Version 4.3) [ADNI1,GO,2]",UCSFFSX,,,VISIT_MONTH,,<class 'numpy.int64'>,,"110.0, 0.0",842.0,765.0,4076.0,0.0,pop not found,keep,,,,,
"UCSF - Cross-Sectional FreeSurfer (FreeSurfer Version 4.3) [ADNI1,GO,2]",UCSFFSX,,,FSVERSION,,<class 'numpy.float64'>,4.3,"4.3, 4.3",842.0,765.0,4076.0,0.0,pop not found,keep,,,,,
"UCSF - Cross-Sectional FreeSurfer (FreeSurfer Version 4.3) [ADNI1,GO,2]",UCSFFSX,Volume,['ST10CV'],ICV%ICV,,<class 'numpy.float64'>,100.0,"100.0, 100.0",842.0,765.0,4076.0,0.0,pop not found,keep,predittore,volume,,,
"UCSF - Cross-Sectional FreeSurfer (FreeSurfer Version 4.3) [ADNI1,GO,2]",UCSFFSX,Volume,"['ST26CV', 'ST85CV']",Fusiform%ICV,,<class 'numpy.float64'>,,"1.8373276097190763, 0.5321972822798042",842.0,765.0,4060.0,16.0,pop not found,keep,predittore,volume,,,
"UCSF - Cross-Sectional FreeSurfer (FreeSurfer Version 4.3) [ADNI1,GO,2]",UCSFFSX,Volume,"['ST29SV', 'ST88SV']",Hippocampus%ICV,,<class 'numpy.float64'>,,"0.8905595939712317, 0.1695365586170249",842.0,765.0,4076.0,0.0,pop not found,keep,predittore,volume,,,
"UCSF - Cross-Sectional FreeSurfer (FreeSurfer Version 4.3) [ADNI1,GO,2]",UCSFFSX,Volume,"['ST37SV', 'ST96SV']",Ventricles%ICV,,<class 'numpy.float64'>,,"8.767682357417078, 0.4449985309648781",842.0,765.0,4061.0,15.0,pop not found,keep,predittore,volume,,,
"UCSF - Cross-Sectional FreeSurfer (FreeSurfer Version 4.3) [ADNI1,GO,2]",UCSFFSX,Volume,"['ST24CV', 'ST83CV']",Entorhinal%ICV,,<class 'numpy.float64'>,,"0.3981247688126216, 0.0533523598568751",842.0,765.0,4061.0,15.0,pop not found,keep,predittore,volume,,,
"UCSF - Cross-Sectional FreeSurfer (FreeSurfer Version 4.3) [ADNI1,GO,2]",UCSFFSX,Volume,"['ST40CV', 'ST99CV']",MidTemp%ICV,,<class 'numpy.float64'>,,"1.7356940453516847, 0.5494916132765179",842.0,765.0,4060.0,16.0,pop not found,keep,predittore,volume,,,
"UCSF - Longitudinal FreeSurfer (5.1) - All Available Base Image [ADNIGO,2]",UCSFFSL51ALL,ID,RID,RID,,<class 'numpy.int64'>,,"5252.0, 729.0",113.0,109.0,424.0,0.0,"ADNI1, ADNI3, ADNI4",keep,,,,,
"UCSF - Longitudinal FreeSurfer (5.1) - All Available Base Image [ADNIGO,2]",UCSFFSL51ALL,Visit,VISCODE2,VISCODE,,<class 'str'>,"m60, m72, scmri, m03, m06, m12, m24, m36, nv, m48",,113.0,109.0,424.0,0.0,"ADNI1, ADNI3, ADNI4",keep,,,,,
"UCSF - Longitudinal FreeSurfer (5.1) - All Available Base Image [ADNIGO,2]",UCSFFSL51ALL,Visit,EXAMDATE,EXAMDATE,,<class 'str'>,"2011-08-16, 2012-08-07, 2010-06-24, 2010-10-22, 2011-01-22",,113.0,109.0,424.0,0.0,"ADNI1, ADNI3, ADNI4",keep,,,,,
"UCSF - Longitudinal FreeSurfer (5.1) - All Available Base Image [ADNIGO,2]",UCSFFSL51ALL,Cohort,COLPROT,COHORT,,<class 'str'>,"ADNI2, ADNIGO, nv",,113.0,109.0,424.0,0.0,"ADNI1, ADNI3, ADNI4",keep,,,,,
"UCSF - Longitudinal FreeSurfer (5.1) - All Available Base Image [ADNIGO,2]",UCSFFSL51ALL,Other,IMAGEUID,IMAGEUID,,<class 'numpy.int64'>,,"544729.0, 221959.0",113.0,109.0,424.0,0.0,"ADNI1, ADNI3, ADNI4",keep,,,,,
"UCSF - Longitudinal FreeSurfer (5.1) - All Available Base Image [ADNIGO,2]",UCSFFSL51ALL,Other,STATUS,STATUS,,<class 'str'>,partial,,113.0,109.0,424.0,0.0,"ADNI1, ADNI3, ADNI4",keep,,,,,
"UCSF - Longitudinal FreeSurfer (5.1) - All Available Base Image [ADNIGO,2]",UCSFFSL51ALL,,,VISIT_MONTH,,<class 'numpy.int64'>,,"62.0, 0.0",113.0,109.0,424.0,0.0,"ADNI1, ADNI3, ADNI4",keep,,,,,
"UCSF - Longitudinal FreeSurfer (5.1) - All Available Base Image [ADNIGO,2]",UCSFFSL51ALL,,,FSVERSION,,<class 'numpy.float64'>,5.1,"5.1, 5.1",113.0,109.0,424.0,0.0,"ADNI1, ADNI3, ADNI4",keep,,,,,
"UCSF - Longitudinal FreeSurfer (5.1) - All Available Base Image [ADNIGO,2]",UCSFFSL51ALL,Volume,['ST10CV'],ICV%ICV,,<class 'numpy.float64'>,100.0,"100.0, 100.0",113.0,109.0,424.0,0.0,"ADNI1, ADNI3, ADNI4",keep,predittore,volume,,,
"UCSF - Longitudinal FreeSurfer (5.1) - All Available Base Image [ADNIGO,2]",UCSFFSL51ALL,Volume,"['ST26CV', 'ST85CV']",Fusiform%ICV,,<class 'numpy.float64'>,,"1.620375359886684, 0.675998981929244",113.0,109.0,424.0,0.0,"ADNI1, ADNI3, ADNI4",keep,predittore,volume,,,
"UCSF - Longitudinal FreeSurfer (5.1) - All Available Base Image [ADNIGO,2]",UCSFFSL51ALL,Volume,"['ST29SV', 'ST88SV']",Hippocampus%ICV,,<class 'numpy.float64'>,,"0.5969095442276435, 0.23322297211256843",113.0,109.0,424.0,0.0,"ADNI1, ADNI3, ADNI4",keep,predittore,volume,,,
"UCSF - Longitudinal FreeSurfer (5.1) - All Available Base Image [ADNIGO,2]",UCSFFSL51ALL,Volume,"['ST37SV', 'ST96SV']",Ventricles%ICV,,<class 'numpy.float64'>,,"6.70629692879022, 0.8876432028426147",113.0,109.0,424.0,0.0,"ADNI1, ADNI3, ADNI4",keep,predittore,volume,,,
"UCSF - Longitudinal FreeSurfer (5.1) - All Available Base Image [ADNIGO,2]",UCSFFSL51ALL,Volume,"['ST24CV', 'ST83CV']",Entorhinal%ICV,,<class 'numpy.float64'>,,"0.38715913013462205, 0.08997141942150008",113.0,109.0,424.0,0.0,"ADNI1, ADNI3, ADNI4",keep,predittore,volume,,,
"UCSF - Longitudinal FreeSurfer (5.1) - All Available Base Image [ADNIGO,2]",UCSFFSL51ALL,Volume,"['ST40CV', 'ST99CV']",MidTemp%ICV,,<class 'numpy.float64'>,,"1.7883481393665996, 0.7060320692288115",113.0,109.0,424.0,0.0,"ADNI1, ADNI3, ADNI4",keep,predittore,volume,,,
"UCSF - Longitudinal FreeSurfer (FreeSurfer Version 5.1) - Year 1 Base Image [ADNIGO,2]",UCSFFSL51Y1,ID,RID,RID,,<class 'numpy.int64'>,,"4795.0, 21.0",347.0,343.0,1283.0,0.0,"ADNI1, ADNI3, ADNI4",keep,,,,,
"UCSF - Longitudinal FreeSurfer (FreeSurfer Version 5.1) - Year 1 Base Image [ADNIGO,2]",UCSFFSL51Y1,Visit,VISCODE2,VISCODE,,<class 'str'>,"m60, m72, m48, scmri, m03, m06, m12, nv",,347.0,343.0,1283.0,0.0,"ADNI1, ADNI3, ADNI4",keep,,,,,
"UCSF - Longitudinal FreeSurfer (FreeSurfer Version 5.1) - Year 1 Base Image [ADNIGO,2]",UCSFFSL51Y1,Visit,EXAMDATE,EXAMDATE,,<class 'str'>,"2010-10-08, 2011-10-13, 2010-10-04, 2011-10-05, 2011-06-02",,347.0,343.0,1283.0,0.0,"ADNI1, ADNI3, ADNI4",keep,,,,,
"UCSF - Longitudinal FreeSurfer (FreeSurfer Version 5.1) - Year 1 Base Image [ADNIGO,2]",UCSFFSL51Y1,Cohort,COLPROT,COHORT,,<class 'str'>,"ADNIGO, ADNI2, nv",,347.0,343.0,1283.0,0.0,"ADNI1, ADNI3, ADNI4",keep,,,,,
"UCSF - Longitudinal FreeSurfer (FreeSurfer Version 5.1) - Year 1 Base Image [ADNIGO,2]",UCSFFSL51Y1,Other,IMAGEUID,IMAGEUID,,<class 'numpy.int64'>,,"375918.0, 222683.0",347.0,343.0,1283.0,0.0,"ADNI1, ADNI3, ADNI4",keep,,,,,
"UCSF - Longitudinal FreeSurfer (FreeSurfer Version 5.1) - Year 1 Base Image [ADNIGO,2]",UCSFFSL51Y1,Other,STATUS,STATUS,,<class 'str'>,partial,,347.0,343.0,1283.0,0.0,"ADNI1, ADNI3, ADNI4",keep,,,,,
"UCSF - Longitudinal FreeSurfer (FreeSurfer Version 5.1) - Year 1 Base Image [ADNIGO,2]",UCSFFSL51Y1,,,VISIT_MONTH,,<class 'numpy.int64'>,,"17.0, 0.0",347.0,343.0,1283.0,0.0,"ADNI1, ADNI3, ADNI4",keep,,,,,
