file_name,file_code,parameter,orig_variable_code,variable_code,type_variable,classes,range,valid_values,missing_values,missing_pop,del,metadati_fattori,metadati_normalizzazione,Unità,Unnamed: 4
Mini Mental State Exam,MMSE,,,CDRSB,<class 'numpy.float64'>,,"18.0, 0.0",10986.0,149.0,ADNI4,False,,,,
Mini Mental State Exam,MMSE,,,ADAS11,<class 'numpy.float64'>,,"70.0, 0.0",11036.0,99.0,ADNI4,False,,,,
Mini Mental State Exam,MMSE,,,ADAS13,<class 'numpy.float64'>,,"85.0, 0.0",10937.0,198.0,ADNI4,False,,,,
Mini Mental State Exam,MMSE,,,RAVLT_immediate,<class 'numpy.float64'>,,"75.0, 0.0",10951.0,184.0,ADNI4,False,,,,
Mini Mental State Exam,MMSE,,,FAQ,<class 'numpy.float64'>,,"30.0, 0.0",10975.0,160.0,ADNI4,False,,,,
Mini Mental State Exam,MMSE,,,Ventricles,<class 'numpy.float64'>,,"162729.0, 5650.0",8458.0,2677.0,ADNI4,False,,,,
Mini Mental State Exam,MMSE,,,Hippocampus,<class 'numpy.float64'>,,"11207.0, 2219.0",7874.0,3261.0,ADNI4,False,,,,
Mini Mental State Exam,MMSE,,,Entorhinal,<class 'numpy.float64'>,,"7062.0, 976.0",7488.0,3647.0,ADNI4,False,,,,
Mini Mental State Exam,MMSE,,,Fusiform,<class 'numpy.float64'>,,"29950.0, 7739.0",7488.0,3647.0,ADNI4,False,,,,
Mini Mental State Exam,MMSE,,,MidTemp,<class 'numpy.float64'>,,"32324.0, 8044.0",7488.0,3647.0,ADNI4,False,,,,
Mini Mental State Exam,MMSE,,,ICV,<class 'numpy.float64'>,,"3500150.0, 716133.0",9023.0,2112.0,ADNI4,False,,,,
Mini Mental State Exam,MMSE,,,GENDER/female,<class 'numpy.bool'>,"False, True",,11135.0,0.0,ADNI4,False,,,,
Mini Mental State Exam,MMSE,,,GENDER/male,<class 'numpy.bool'>,"True, False",,11135.0,0.0,ADNI4,False,,,,
Mini Mental State Exam,MMSE,,,MARRY/divorced,<class 'numpy.bool'>,"False, True",,11135.0,0.0,ADNI4,False,,,,
Mini Mental State Exam,MMSE,,,MARRY/married,<class 'numpy.bool'>,"True, False",,11135.0,0.0,ADNI4,False,,,,
Mini Mental State Exam,MMSE,,,MARRY/single,<class 'numpy.bool'>,"False, True",,11135.0,0.0,ADNI4,False,,,,
Mini Mental State Exam,MMSE,,,MARRY/widowed,<class 'numpy.bool'>,"False, True",,11135.0,0.0,ADNI4,False,,,,
Mini Mental State Exam,MMSE,,,ETHNICITY/latino,<class 'numpy.bool'>,"False, True",,11135.0,0.0,ADNI4,False,,,,
Mini Mental State Exam,MMSE,,,ETHNICITY/not_latino,<class 'numpy.bool'>,"True, False",,11135.0,0.0,ADNI4,False,,,,
Mini Mental State Exam,MMSE,,,RACE/Asian,<class 'numpy.bool'>,"False, True",,11135.0,0.0,ADNI4,False,,,,
Mini Mental State Exam,MMSE,,,RACE/Black,<class 'numpy.bool'>,"False, True",,11135.0,0.0,ADNI4,False,,,,
Mini Mental State Exam,MMSE,,,RACE/Mixed,<class 'numpy.bool'>,"False, True",,11135.0,0.0,ADNI4,False,,,,
Mini Mental State Exam,MMSE,,,RACE/Native_american,<class 'numpy.bool'>,"False, True",,11135.0,0.0,ADNI4,False,,,,
Mini Mental State Exam,MMSE,,,RACE/White,<class 'numpy.bool'>,"True, False",,11135.0,0.0,ADNI4,False,,,,
Mini Mental State Exam,MMSE,,,DX/CN,<class 'numpy.bool'>,"True, False",,11135.0,0.0,ADNI4,False,,,,
Mini Mental State Exam,MMSE,,,DX/Dementia,<class 'numpy.bool'>,"False, True",,11135.0,0.0,ADNI4,False,,,,
Mini Mental State Exam,MMSE,,,DX/MCI,<class 'numpy.bool'>,"False, True",,11135.0,0.0,ADNI4,False,,,,
Diagnostic Summary,DXSUM,ID,PTID,PTID,<class 'str'>,"011_S_0002, 011_S_0005, 011_S_0008, 100_S_0015, 023_S_0031",,2697.0,0.0,"ADNIGO, ADNI2, ADNI3, ADNI4",False,predittori,,,
Diagnostic Summary,DXSUM,Cohort,PHASE,COHORT,<class 'str'>,ADNI1,,2697.0,0.0,"ADNIGO, ADNI2, ADNI3, ADNI4",False,,,,
Diagnostic Summary,DXSUM,ID,RID,RID,<class 'numpy.int64'>,,"1427.0, 2.0",2697.0,0.0,"ADNIGO, ADNI2, ADNI3, ADNI4",False,,,,
Diagnostic Summary,DXSUM,Visit,EXAMDATE,EXAMDATE,<class 'str'>,"2005-09-29, 2006-03-06, 2008-08-27, 2005-09-30, 2006-03-09",,2697.0,0.0,"ADNIGO, ADNI2, ADNI3, ADNI4",False,,,,
Diagnostic Summary,DXSUM,Diagnosi,DXCONFID,DXCONFID,<class 'numpy.float64'>,"4.0, 3.0, 2.0, 1.0","4.0, 1.0",2697.0,0.0,"ADNIGO, ADNI2, ADNI3, ADNI4",False,predittori,,,
Diagnostic Summary,DXSUM,,,DX/CN,<class 'numpy.bool'>,"True, False",,2697.0,0.0,"ADNIGO, ADNI2, ADNI3, ADNI4",False,predittori,,,
Diagnostic Summary,DXSUM,,,DX/Dementia,<class 'numpy.bool'>,"False, True",,2697.0,0.0,"ADNIGO, ADNI2, ADNI3, ADNI4",False,predittori,,,
Diagnostic Summary,DXSUM,,,DX/MCI,<class 'numpy.bool'>,"False, True",,2697.0,0.0,"ADNIGO, ADNI2, ADNI3, ADNI4",False,predittori,,,
Diagnostic Summary,DXSUM,,,VISIT_MONTH,<class 'numpy.int64'>,,"88.0, 0.0",2697.0,0.0,"ADNIGO, ADNI2, ADNI3, ADNI4",False,,,,
UCSF - ADNI-1 3T Cross-Sectional FreeSurfer (5.1) [ADNI1],UCSFFSX51_ADNI1_3T,ID,RID,RID,<class 'numpy.int64'>,None,"1427.0, 2.0",2697.0,0.0,pop not found,False,,,,
UCSF - ADNI-1 3T Cross-Sectional FreeSurfer (5.1) [ADNI1],UCSFFSX51_ADNI1_3T,Visit,EXAMDATE,EXAMDATE,<class 'str'>,"2005-09-29, 2006-03-06, 2008-08-27, 2005-09-30, 2006-03-09",None,2697.0,0.0,pop not found,False,,,,
UCSF - ADNI-1 3T Cross-Sectional FreeSurfer (5.1) [ADNI1],UCSFFSX51_ADNI1_3T,,,VISIT_MONTH,<class 'numpy.int64'>,None,"88.0, 0.0",2697.0,0.0,pop not found,False,,,,
UCSF - ADNI-1 3T Cross-Sectional FreeSurfer (5.1) [ADNI1],UCSFFSX51_ADNI1_3T,,,VISIT_MONTH,,,,,,,,,,,
UCSF - ADNI-1 3T Cross-Sectional FreeSurfer (5.1) [ADNI1],UCSFFSX51_ADNI1_3T,,,PTID,<class 'str'>,"011_S_0002, 011_S_0005, 011_S_0008, 100_S_0015, 023_S_0031",None,2697.0,0.0,pop not found,False,,,,
UCSF - ADNI-1 3T Cross-Sectional FreeSurfer (5.1) [ADNI1],UCSFFSX51_ADNI1_3T,,,COHORT,<class 'str'>,ADNI1,None,2697.0,0.0,pop not found,False,,,,
UCSF - ADNI-1 3T Cross-Sectional FreeSurfer (5.1) [ADNI1],UCSFFSX51_ADNI1_3T,,,DXCONFID,<class 'numpy.float64'>,"4.0, 3.0, 2.0, 1.0","4.0, 1.0",2697.0,0.0,pop not found,False,,,,
UCSF - ADNI-1 3T Cross-Sectional FreeSurfer (5.1) [ADNI1],UCSFFSX51_ADNI1_3T,,,DX/CN,<class 'numpy.bool'>,"True, False",None,2697.0,0.0,pop not found,False,,,,
UCSF - ADNI-1 3T Cross-Sectional FreeSurfer (5.1) [ADNI1],UCSFFSX51_ADNI1_3T,,,DX/Dementia,<class 'numpy.bool'>,"False, True",None,2697.0,0.0,pop not found,False,,,,
UCSF - ADNI-1 3T Cross-Sectional FreeSurfer (5.1) [ADNI1],UCSFFSX51_ADNI1_3T,,,DX/MCI,<class 'numpy.bool'>,"False, True",None,2697.0,0.0,pop not found,False,,,,
"UCSF - Cross-Sectional FreeSurfer (5.1) [ADNI1,GO,2]",UCSFFSX51,ID,RID,RID,<class 'numpy.int64'>,,"1427.0, 2.0",2697.0,0.0,"ADNIGO, ADNI2, ADNI3, ADNI4",False,,,,
"UCSF - Cross-Sectional FreeSurfer (5.1) [ADNI1,GO,2]",UCSFFSX51,Cohort,COLPROT,COHORT,<class 'str'>,ADNI1,,2697.0,0.0,"ADNIGO, ADNI2, ADNI3, ADNI4",False,,,,
"UCSF - Cross-Sectional FreeSurfer (5.1) [ADNI1,GO,2]",UCSFFSX51,Visit,EXAMDATE,EXAMDATE,<class 'str'>,"2005-09-29, 2006-03-06, 2008-08-27, 2005-09-30, 2006-03-09",,2697.0,0.0,"ADNIGO, ADNI2, ADNI3, ADNI4",False,,,,
"UCSF - Cross-Sectional FreeSurfer (5.1) [ADNI1,GO,2]",UCSFFSX52,Other,STATUS,STATUS,,,,,,,,,,,
"UCSF - Cross-Sectional FreeSurfer (5.1) [ADNI1,GO,2]",UCSFFSX51,,,VISIT_MONTH,<class 'numpy.int64'>,,"88.0, 0.0",2697.0,0.0,"ADNIGO, ADNI2, ADNI3, ADNI4",False,,,,
"UCSF - Cross-Sectional FreeSurfer (5.1) [ADNI1,GO,2]",UCSFFSX51,,,VISIT_MONTH,,,,,,,,,,,
"UCSF - Cross-Sectional FreeSurfer (5.1) [ADNI1,GO,2]",UCSFFSX51,,,PTID,<class 'str'>,"011_S_0002, 011_S_0005, 011_S_0008, 100_S_0015, 023_S_0031",,2697.0,0.0,"ADNIGO, ADNI2, ADNI3, ADNI4",False,,,,
"UCSF - Cross-Sectional FreeSurfer (5.1) [ADNI1,GO,2]",UCSFFSX51,,,DXCONFID,<class 'numpy.float64'>,"4.0, 3.0, 2.0, 1.0","4.0, 1.0",2697.0,0.0,"ADNIGO, ADNI2, ADNI3, ADNI4",False,,,,
"UCSF - Cross-Sectional FreeSurfer (5.1) [ADNI1,GO,2]",UCSFFSX51,,,DX/CN,<class 'numpy.bool'>,"True, False",,2697.0,0.0,"ADNIGO, ADNI2, ADNI3, ADNI4",False,,,,
"UCSF - Cross-Sectional FreeSurfer (5.1) [ADNI1,GO,2]",UCSFFSX51,,,DX/Dementia,<class 'numpy.bool'>,"False, True",,2697.0,0.0,"ADNIGO, ADNI2, ADNI3, ADNI4",False,,,,
"UCSF - Cross-Sectional FreeSurfer (5.1) [ADNI1,GO,2]",UCSFFSX51,,,DX/MCI,<class 'numpy.bool'>,"False, True",,2697.0,0.0,"ADNIGO, ADNI2, ADNI3, ADNI4",False,,,,
UCSF - Cross-Sectional FreeSurfer (6.0) [ADNI3],UCSFFSX6,ID,RID,RID,<class 'numpy.int64'>,,"1427.0, 2.0",2697.0,0.0,"ADNIGO, ADNI2, ADNI3, ADNI4",False,,,,
UCSF - Cross-Sectional FreeSurfer (6.0) [ADNI3],UCSFFSX6,Cohort,PHASE,COHORT,<class 'str'>,ADNI1,,2697.0,0.0,"ADNIGO, ADNI2, ADNI3, ADNI4",False,,,,
UCSF - Cross-Sectional FreeSurfer (6.0) [ADNI3],UCSFFSX6,Visit,EXAMDATE,EXAMDATE,<class 'str'>,"2005-09-29, 2006-03-06, 2008-08-27, 2005-09-30, 2006-03-09",,2697.0,0.0,"ADNIGO, ADNI2, ADNI3, ADNI4",False,,,,
UCSF - Cross-Sectional FreeSurfer (6.0) [ADNI3],UCSFFSX6,,,VISIT_MONTH,<class 'numpy.int64'>,,"88.0, 0.0",2697.0,0.0,"ADNIGO, ADNI2, ADNI3, ADNI4",False,,,,
UCSF - Cross-Sectional FreeSurfer (6.0) [ADNI3],UCSFFSX6,,,VISIT_MONTH,,,,,,,,,,,
UCSF - Cross-Sectional FreeSurfer (6.0) [ADNI3],UCSFFSX6,,,VISIT_MONTH,,,,,,,,,,,
UCSF - Cross-Sectional FreeSurfer (6.0) [ADNI3],UCSFFSX6,,,PTID,<class 'str'>,"011_S_0002, 011_S_0005, 011_S_0008, 100_S_0015, 023_S_0031",,2697.0,0.0,"ADNIGO, ADNI2, ADNI3, ADNI4",False,,,,
UCSF - Cross-Sectional FreeSurfer (6.0) [ADNI3],UCSFFSX6,,,DXCONFID,<class 'numpy.float64'>,"4.0, 3.0, 2.0, 1.0","4.0, 1.0",2697.0,0.0,"ADNIGO, ADNI2, ADNI3, ADNI4",False,,,,
UCSF - Cross-Sectional FreeSurfer (6.0) [ADNI3],UCSFFSX6,,,DX/CN,<class 'numpy.bool'>,"True, False",,2697.0,0.0,"ADNIGO, ADNI2, ADNI3, ADNI4",False,,,,
UCSF - Cross-Sectional FreeSurfer (6.0) [ADNI3],UCSFFSX6,,,DX/Dementia,<class 'numpy.bool'>,"False, True",,2697.0,0.0,"ADNIGO, ADNI2, ADNI3, ADNI4",False,,,,
UCSF - Cross-Sectional FreeSurfer (6.0) [ADNI3],UCSFFSX6,,,DX/MCI,<class 'numpy.bool'>,"False, True",,2697.0,0.0,"ADNIGO, ADNI2, ADNI3, ADNI4",False,,,,
"UCSF - Cross-Sectional FreeSurfer (7.x) [ADNI1,GO,2,3,4]",UCSFFSX7,ID,RID,RID,<class 'numpy.int64'>,,"1427.0, 2.0",2697.0,0.0,"ADNIGO, ADNI2, ADNI3, ADNI4",False,,,,
"UCSF - Cross-Sectional FreeSurfer (7.x) [ADNI1,GO,2,3,4]",UCSFFSX7,Cohort,PHASE,COHORT,<class 'str'>,ADNI1,,2697.0,0.0,"ADNIGO, ADNI2, ADNI3, ADNI4",False,,,,
"UCSF - Cross-Sectional FreeSurfer (7.x) [ADNI1,GO,2,3,4]",UCSFFSX7,Visit,EXAMDATE,EXAMDATE,<class 'str'>,"2005-09-29, 2006-03-06, 2008-08-27, 2005-09-30, 2006-03-09",,2697.0,0.0,"ADNIGO, ADNI2, ADNI3, ADNI4",False,,,,
"UCSF - Cross-Sectional FreeSurfer (7.x) [ADNI1,GO,2,3,4]",UCSFFSX7,,,VISIT_MONTH,<class 'numpy.int64'>,,"88.0, 0.0",2697.0,0.0,"ADNIGO, ADNI2, ADNI3, ADNI4",False,,,,
"UCSF - Cross-Sectional FreeSurfer (7.x) [ADNI1,GO,2,3,4]",UCSFFSX7,,,VISIT_MONTH,,,,,,,,,,,
"UCSF - Cross-Sectional FreeSurfer (7.x) [ADNI1,GO,2,3,4]",UCSFFSX7,,,VISIT_MONTH,,,,,,,,,,,
"UCSF - Cross-Sectional FreeSurfer (7.x) [ADNI1,GO,2,3,4]",UCSFFSX7,,,PTID,<class 'str'>,"011_S_0002, 011_S_0005, 011_S_0008, 100_S_0015, 023_S_0031",,2697.0,0.0,"ADNIGO, ADNI2, ADNI3, ADNI4",False,,,,
"UCSF - Cross-Sectional FreeSurfer (7.x) [ADNI1,GO,2,3,4]",UCSFFSX7,,,DXCONFID,<class 'numpy.float64'>,"4.0, 3.0, 2.0, 1.0","4.0, 1.0",2697.0,0.0,"ADNIGO, ADNI2, ADNI3, ADNI4",False,,,,
"UCSF - Cross-Sectional FreeSurfer (7.x) [ADNI1,GO,2,3,4]",UCSFFSX7,,,DX/CN,<class 'numpy.bool'>,"True, False",,2697.0,0.0,"ADNIGO, ADNI2, ADNI3, ADNI4",False,,,,
"UCSF - Cross-Sectional FreeSurfer (7.x) [ADNI1,GO,2,3,4]",UCSFFSX7,,,DX/Dementia,<class 'numpy.bool'>,"False, True",,2697.0,0.0,"ADNIGO, ADNI2, ADNI3, ADNI4",False,,,,
"UCSF - Cross-Sectional FreeSurfer (7.x) [ADNI1,GO,2,3,4]",UCSFFSX7,,,DX/MCI,<class 'numpy.bool'>,"False, True",,2697.0,0.0,"ADNIGO, ADNI2, ADNI3, ADNI4",False,,,,
"UCSF - Cross-Sectional FreeSurfer (FreeSurfer Version 4.3) [ADNI1,GO,2]",UCSFFSX,ID,RID,RID,<class 'numpy.int64'>,,"1427.0, 2.0",2697.0,0.0,pop not found,False,,,,
"UCSF - Cross-Sectional FreeSurfer (FreeSurfer Version 4.3) [ADNI1,GO,2]",UCSFFSX,Visit,EXAMDATE,EXAMDATE,<class 'str'>,"2005-09-29, 2006-03-06, 2008-08-27, 2005-09-30, 2006-03-09",,2697.0,0.0,pop not found,False,,,,
"UCSF - Cross-Sectional FreeSurfer (FreeSurfer Version 4.3) [ADNI1,GO,2]",UCSFFSX,Visit,,VISIT_MONTH,<class 'numpy.int64'>,,"88.0, 0.0",2697.0,0.0,pop not found,False,,,,
"UCSF - Cross-Sectional FreeSurfer (FreeSurfer Version 4.3) [ADNI1,GO,2]",UCSFFSX,,,VISIT_MONTH,,,,,,,,,,,
"UCSF - Cross-Sectional FreeSurfer (FreeSurfer Version 4.3) [ADNI1,GO,2]",UCSFFSX,,,VISIT_MONTH,,,,,,,,,,,
"UCSF - Cross-Sectional FreeSurfer (FreeSurfer Version 4.3) [ADNI1,GO,2]",UCSFFSX,,,PTID,<class 'str'>,"011_S_0002, 011_S_0005, 011_S_0008, 100_S_0015, 023_S_0031",,2697.0,0.0,pop not found,False,,,,
"UCSF - Cross-Sectional FreeSurfer (FreeSurfer Version 4.3) [ADNI1,GO,2]",UCSFFSX,,,COHORT,<class 'str'>,ADNI1,,2697.0,0.0,pop not found,False,,,,
"UCSF - Cross-Sectional FreeSurfer (FreeSurfer Version 4.3) [ADNI1,GO,2]",UCSFFSX,,,DXCONFID,<class 'numpy.float64'>,"4.0, 3.0, 2.0, 1.0","4.0, 1.0",2697.0,0.0,pop not found,False,,,,
"UCSF - Cross-Sectional FreeSurfer (FreeSurfer Version 4.3) [ADNI1,GO,2]",UCSFFSX,,,DX/CN,<class 'numpy.bool'>,"True, False",,2697.0,0.0,pop not found,False,,,,
"UCSF - Cross-Sectional FreeSurfer (FreeSurfer Version 4.3) [ADNI1,GO,2]",UCSFFSX,,,DX/Dementia,<class 'numpy.bool'>,"False, True",,2697.0,0.0,pop not found,False,,,,
"UCSF - Cross-Sectional FreeSurfer (FreeSurfer Version 4.3) [ADNI1,GO,2]",UCSFFSX,,,DX/MCI,<class 'numpy.bool'>,"False, True",,2697.0,0.0,pop not found,False,,,,
