file_name,file_code,parameter,orig_variable_code,variable_code,Unità,type_variable,classes,range,valid_values,missing_values,missing_pop,del,metadati_fattori,metadati_normalizzazione,Unnamed: 4
Diagnostic Summary,DXSUM,Other,DXMPTR2,DXMPTR2,,<class 'numpy.float64'>,"nan, 1.0, 0.0","1.0, 0.0",1591.0,1159.0,"ADNIGO, ADNI2, ADNI3, ADNI4",True,predittore,,
Diagnostic Summary,DXSUM,Other,DXMPTR3,DXMPTR3,,<class 'numpy.float64'>,"nan, 1.0, 0.0, 2.0","2.0, 0.0",1591.0,1159.0,"ADNIGO, ADNI2, ADNI3, ADNI4",True,predittore,,
Diagnostic Summary,DXSUM,Other,DXMPTR4,DXMPTR4,,<class 'numpy.float64'>,"nan, 1.0, 2.0, 0.0","2.0, 0.0",1591.0,1159.0,"ADNIGO, ADNI2, ADNI3, ADNI4",True,predittore,,
Diagnostic Summary,DXSUM,Other,DXMPTR5,DXMPTR5,,<class 'numpy.float64'>,"nan, 1.0, 0.0","1.0, 0.0",1591.0,1159.0,"ADNIGO, ADNI2, ADNI3, ADNI4",True,predittore,,
Diagnostic Summary,DXSUM,Other,DXMPTR6,DXMPTR6,,<class 'numpy.float64'>,"nan, 1.0, 0.0","1.0, 0.0",1591.0,1159.0,"ADNIGO, ADNI2, ADNI3, ADNI4",True,predittore,,
Diagnostic Summary,DXSUM,Diagnosi,DXMDUE,DXMDUE,,<class 'numpy.float64'>,"nan, 1.0, 2.0","2.0, 1.0",1600.0,1150.0,"ADNIGO, ADNI2, ADNI3, ADNI4",True,predittore,,
Diagnostic Summary,DXSUM,Other,DXMOTHET,DXMOTHET,,<class 'str'>,"nan, 14, 9, 9|14, 1",None,74.0,2676.0,"ADNIGO, ADNI2, ADNI3, ADNI4",True,predittore,,
Diagnostic Summary,DXSUM,Diagnosi,DXAD,DXAD,,<class 'numpy.float64'>,"nan, 1.0","1.0, 1.0",20.0,2730.0,"ADNIGO, ADNI2, ADNI3, ADNI4",True,predittore,,
Diagnostic Summary,DXSUM,Other,DXAPP,DXAPP,,<class 'numpy.float64'>,"nan, 2.0, 1.0","2.0, 1.0",20.0,2730.0,"ADNIGO, ADNI2, ADNI3, ADNI4",True,predittore,,
Diagnostic Summary,DXSUM,Other,DXAPROB,DXAPROB,,<class 'str'>,"nan, 1, 5, 3, 1|03",None,19.0,2731.0,"ADNIGO, ADNI2, ADNI3, ADNI4",True,predittore,,
Diagnostic Summary,DXSUM,Other,DXAPOSS,DXAPOSS,,<class 'str'>,"nan, 3",None,1.0,2749.0,"ADNIGO, ADNI2, ADNI3, ADNI4",True,predittore,,
Diagnostic Summary,DXSUM,Other,DXPARK,DXPARK,,<class 'numpy.float64'>,"nan, 1.0","1.0, 1.0",1.0,2749.0,"ADNIGO, ADNI2, ADNI3, ADNI4",True,predittore,,
Diagnostic Summary,DXSUM,Other,DXPDES,DXPDES,,<class 'numpy.float64'>,"nan, 4.0","4.0, 4.0",1.0,2749.0,"ADNIGO, ADNI2, ADNI3, ADNI4",True,predittore,,
Diagnostic Summary,DXSUM,Other,DXPATYP,DXPATYP,,<class 'numpy.float64'>,"nan, 7.0","7.0, 7.0",1.0,2749.0,"ADNIGO, ADNI2, ADNI3, ADNI4",True,predittore,,
Diagnostic Summary,DXSUM,Other,DXOTHDEM,DXOTHDEM,,<class 'numpy.float64'>,"nan, 1.0","1.0, 1.0",1.0,2749.0,"ADNIGO, ADNI2, ADNI3, ADNI4",True,predittore,,
Diagnostic Summary,DXSUM,Other,DXODES,DXODES,,<class 'numpy.float64'>,"nan, 1.0","1.0, 1.0",1.0,2749.0,"ADNIGO, ADNI2, ADNI3, ADNI4",True,predittore,,
Diagnostic Summary,DXSUM,Diagnosi,DXCONFID,DXCONFID,,<class 'numpy.float64'>,"4.0, 3.0, 2.0, 1.0","4.0, 1.0",2750.0,0.0,"ADNIGO, ADNI2, ADNI3, ADNI4",False,predittore,,
Diagnostic Summary,DXSUM,Other,DXDSEV,DXDSEV,,<class 'numpy.float64'>,"nan, 1.0, 3.0, 2.0","3.0, 1.0",20.0,2730.0,"ADNIGO, ADNI2, ADNI3, ADNI4",True,predittore,,
Diagnostic Summary,DXSUM,Diagnosi,DIAGNOSIS,DX,,<class 'numpy.int64'>,"0, 1, 2","2.0, 0.0",2750.0,0.0,"ADNIGO, ADNI2, ADNI3, ADNI4",False,predittore,,
Diagnostic Summary,DXSUM,,,VISIT_MONTH,,<class 'numpy.int64'>,None,"88.0, 0.0",2750.0,0.0,"ADNIGO, ADNI2, ADNI3, ADNI4",False,,,
Diagnostic Summary,DXSUM,,,VISIT_MONTH,,,,,,,,,,,
UCSF - ADNI-1 3T Cross-Sectional FreeSurfer (5.1) [ADNI1],UCSFFSX51_ADNI1_3T,ID,RID,RID,,<class 'numpy.int64'>,,"1387.0, 15.0",483.0,0.0,pop not found,False,,,
UCSF - ADNI-1 3T Cross-Sectional FreeSurfer (5.1) [ADNI1],UCSFFSX51_ADNI1_3T,Visit,EXAMDATE,EXAMDATE,,<class 'datetime.date'>,,,483.0,0.0,pop not found,False,,,
UCSF - ADNI-1 3T Cross-Sectional FreeSurfer (5.1) [ADNI1],UCSFFSX51_ADNI1_3T,Other,STATUS,STATUS,,<class 'str'>,partial,,483.0,0.0,pop not found,False,,,
UCSF - ADNI-1 3T Cross-Sectional FreeSurfer (5.1) [ADNI1],UCSFFSX51_ADNI1_3T,Volume,ST37SV,LVentricle,mm3,<class 'numpy.int64'>,,"83251.0, 3549.0",483.0,0.0,pop not found,False,predittore,volume,
UCSF - ADNI-1 3T Cross-Sectional FreeSurfer (5.1) [ADNI1],UCSFFSX51_ADNI1_3T,Volume,ST10CV,ICV,mm3,<class 'numpy.int64'>,,"2062120.0, 1192530.0",483.0,0.0,pop not found,False,predittore,volume,
UCSF - ADNI-1 3T Cross-Sectional FreeSurfer (5.1) [ADNI1],UCSFFSX51_ADNI1_3T,Volume,ST24CV,LEntorhinal,mm3,<class 'numpy.int64'>,,"3077.0, 304.0",483.0,0.0,pop not found,False,predittore,volume,
UCSF - ADNI-1 3T Cross-Sectional FreeSurfer (5.1) [ADNI1],UCSFFSX51_ADNI1_3T,Volume,ST26CV,LFusiform,mm3,<class 'numpy.int64'>,,"13598.0, 4667.0",483.0,0.0,pop not found,False,predittore,volume,
UCSF - ADNI-1 3T Cross-Sectional FreeSurfer (5.1) [ADNI1],UCSFFSX51_ADNI1_3T,Volume,ST29SV,Lhippocampus,mm3,<class 'numpy.int64'>,,"4641.0, 1517.0",483.0,0.0,pop not found,False,predittore,volume,
UCSF - ADNI-1 3T Cross-Sectional FreeSurfer (5.1) [ADNI1],UCSFFSX51_ADNI1_3T,Volume,ST40CV,LMidTemp,mm3,<class 'numpy.int64'>,,"13107.0, 4857.0",483.0,0.0,pop not found,False,predittore,volume,
UCSF - ADNI-1 3T Cross-Sectional FreeSurfer (5.1) [ADNI1],UCSFFSX51_ADNI1_3T,Volume,ST96SV,RVentricle,mm3,<class 'numpy.int64'>,,"61548.0, 3695.0",483.0,0.0,pop not found,False,predittore,volume,
UCSF - ADNI-1 3T Cross-Sectional FreeSurfer (5.1) [ADNI1],UCSFFSX51_ADNI1_3T,Volume,ST83CV,REntorhinal,mm3,<class 'numpy.int64'>,,"2887.0, 457.0",483.0,0.0,pop not found,False,predittore,volume,
UCSF - ADNI-1 3T Cross-Sectional FreeSurfer (5.1) [ADNI1],UCSFFSX51_ADNI1_3T,Volume,ST85CV,RFusiform,mm3,<class 'numpy.int64'>,,"12136.0, 5297.0",483.0,0.0,pop not found,False,predittore,volume,
UCSF - ADNI-1 3T Cross-Sectional FreeSurfer (5.1) [ADNI1],UCSFFSX51_ADNI1_3T,Volume,ST88SV,RHippocampus,mm3,<class 'numpy.int64'>,,"4603.0, 1690.0",483.0,0.0,pop not found,False,predittore,volume,
UCSF - ADNI-1 3T Cross-Sectional FreeSurfer (5.1) [ADNI1],UCSFFSX51_ADNI1_3T,Volume,ST99CV,RMidTemp,mm3,<class 'numpy.int64'>,,"14974.0, 5596.0",483.0,0.0,pop not found,False,predittore,volume,
UCSF - ADNI-1 3T Cross-Sectional FreeSurfer (5.1) [ADNI1],UCSFFSX51_ADNI1_3T,,,VISIT_MONTH,,<class 'numpy.int64'>,,"42.0, 0.0",483.0,0.0,pop not found,False,,,
UCSF - ADNI-1 3T Cross-Sectional FreeSurfer (5.1) [ADNI1],UCSFFSX51_ADNI1_3T,,,VISIT_MONTH,,,,,,,,,,,
"UCSF - Cross-Sectional FreeSurfer (5.1) [ADNI1,GO,2]",UCSFFSX51,ID,RID,RID,,<class 'numpy.int64'>,,"5296.0, 21.0",4350.0,0.0,"ADNI3, ADNI4",False,,,
"UCSF - Cross-Sectional FreeSurfer (5.1) [ADNI1,GO,2]",UCSFFSX51,Cohort,COLPROT,COHORT,,<class 'str'>,"ADNIGO, ADNI2, ADNI1, nv",,4350.0,0.0,"ADNI3, ADNI4",False,,,
"UCSF - Cross-Sectional FreeSurfer (5.1) [ADNI1,GO,2]",UCSFFSX51,Visit,EXAMDATE,EXAMDATE,,<class 'datetime.date'>,,,4350.0,0.0,"ADNI3, ADNI4",False,,,
"UCSF - Cross-Sectional FreeSurfer (5.1) [ADNI1,GO,2]",UCSFFSX52,Other,STATUS,STATUS,,,,,,,,,,,
"UCSF - Cross-Sectional FreeSurfer (5.1) [ADNI1,GO,2]",UCSFFSX51,Volume,ST37SV,LVentricle,mm3,<class 'numpy.int64'>,,"75680.0, 2726.0",4350.0,0.0,"ADNI3, ADNI4",False,predittore,volume,
"UCSF - Cross-Sectional FreeSurfer (5.1) [ADNI1,GO,2]",UCSFFSX51,Volume,ST10CV,ICV,mm3,<class 'numpy.float64'>,,"2108790.0, 716133.0",4349.0,1.0,"ADNI3, ADNI4",False,predittore,volume,
"UCSF - Cross-Sectional FreeSurfer (5.1) [ADNI1,GO,2]",UCSFFSX51,Volume,ST24CV,LEntorhinal,mm3,<class 'numpy.float64'>,,"4239.0, 34.0",4350.0,0.0,"ADNI3, ADNI4",False,predittore,volume,
"UCSF - Cross-Sectional FreeSurfer (5.1) [ADNI1,GO,2]",UCSFFSX51,Volume,ST26CV,LFusiform,mm3,<class 'numpy.float64'>,,"15382.0, 2154.0",4348.0,2.0,"ADNI3, ADNI4",False,predittore,volume,
"UCSF - Cross-Sectional FreeSurfer (5.1) [ADNI1,GO,2]",UCSFFSX51,Volume,ST29SV,Lhippocampus,mm3,<class 'numpy.int64'>,,"5991.0, 783.0",4350.0,0.0,"ADNI3, ADNI4",False,predittore,volume,
"UCSF - Cross-Sectional FreeSurfer (5.1) [ADNI1,GO,2]",UCSFFSX51,Volume,ST40CV,LMidTemp,mm3,<class 'numpy.float64'>,,"15187.0, 3747.0",4349.0,1.0,"ADNI3, ADNI4",False,predittore,volume,
"UCSF - Cross-Sectional FreeSurfer (5.1) [ADNI1,GO,2]",UCSFFSX51,Volume,ST96SV,RVentricle,mm3,<class 'numpy.float64'>,,"66551.0, 2003.0",4349.0,1.0,"ADNI3, ADNI4",False,predittore,volume,
"UCSF - Cross-Sectional FreeSurfer (5.1) [ADNI1,GO,2]",UCSFFSX51,Volume,ST83CV,Rentorhinal,mm3,<class 'numpy.int64'>,,"3602.0, 275.0",4350.0,0.0,"ADNI3, ADNI4",False,predittore,volume,
"UCSF - Cross-Sectional FreeSurfer (5.1) [ADNI1,GO,2]",UCSFFSX51,Volume,ST85CV,RFusiform,mm3,<class 'numpy.int64'>,,"16787.0, 3953.0",4350.0,0.0,"ADNI3, ADNI4",False,predittore,volume,
"UCSF - Cross-Sectional FreeSurfer (5.1) [ADNI1,GO,2]",UCSFFSX51,Volume,ST88SV,RHippocampus,mm3,<class 'numpy.int64'>,,"5806.0, 1262.0",4350.0,0.0,"ADNI3, ADNI4",False,predittore,volume,
"UCSF - Cross-Sectional FreeSurfer (5.1) [ADNI1,GO,2]",UCSFFSX51,Volume,ST99CV,RMidTemp,mm3,<class 'numpy.float64'>,,"16951.0, 4231.0",4349.0,1.0,"ADNI3, ADNI4",False,predittore,volume,
"UCSF - Cross-Sectional FreeSurfer (5.1) [ADNI1,GO,2]",UCSFFSX51,,,VISIT_MONTH,,<class 'numpy.int64'>,,"75.0, 0.0",4350.0,0.0,"ADNI3, ADNI4",False,,,
"UCSF - Cross-Sectional FreeSurfer (5.1) [ADNI1,GO,2]",UCSFFSX51,,,VISIT_MONTH,,,,,,,,,,,
UCSF - Cross-Sectional FreeSurfer (6.0) [ADNI3],UCSFFSX6,ID,RID,RID,,<class 'numpy.int64'>,,"7123.0, 21.0",2222.0,0.0,"ADNI1, ADNIGO, ADNI2, ADNI4",False,,,
UCSF - Cross-Sectional FreeSurfer (6.0) [ADNI3],UCSFFSX6,Cohort,PHASE,COHORT,,<class 'str'>,ADNI3,,2222.0,0.0,"ADNI1, ADNIGO, ADNI2, ADNI4",False,,,
UCSF - Cross-Sectional FreeSurfer (6.0) [ADNI3],UCSFFSX6,Visit,EXAMDATE,EXAMDATE,,<class 'datetime.date'>,,,2222.0,0.0,"ADNI1, ADNIGO, ADNI2, ADNI4",False,,,
UCSF - Cross-Sectional FreeSurfer (6.0) [ADNI3],UCSFFSX6,Other,STATUS,STATUS,,<class 'str'>,complete,,2222.0,0.0,"ADNI1, ADNIGO, ADNI2, ADNI4",False,,,
UCSF - Cross-Sectional FreeSurfer (6.0) [ADNI3],UCSFFSX6,Volume,ST37SV,LVentricle,mm3,<class 'numpy.float64'>,,"75124.4, 3756.3",2136.0,86.0,"ADNI1, ADNIGO, ADNI2, ADNI4",False,predittore,volume,
UCSF - Cross-Sectional FreeSurfer (6.0) [ADNI3],UCSFFSX6,Volume,ST10CV,ICV,mm3,<class 'numpy.float64'>,,"3500154.120931, 1058860.327947",2222.0,0.0,"ADNI1, ADNIGO, ADNI2, ADNI4",False,predittore,volume,
UCSF - Cross-Sectional FreeSurfer (6.0) [ADNI3],UCSFFSX6,Volume,ST24CV,LEntorhinal,mm3,<class 'numpy.float64'>,,"4052.0, 351.0",1947.0,275.0,"ADNI1, ADNIGO, ADNI2, ADNI4",False,predittore,volume,
UCSF - Cross-Sectional FreeSurfer (6.0) [ADNI3],UCSFFSX6,Volume,ST26CV,LFusiform,mm3,<class 'numpy.float64'>,,"14409.0, 4101.0",1808.0,414.0,"ADNI1, ADNIGO, ADNI2, ADNI4",False,predittore,volume,
UCSF - Cross-Sectional FreeSurfer (6.0) [ADNI3],UCSFFSX6,Volume,ST29SV,Lhippocampus,mm3,<class 'numpy.float64'>,,"5293.0, 1370.6",1954.0,268.0,"ADNI1, ADNIGO, ADNI2, ADNI4",False,predittore,volume,
UCSF - Cross-Sectional FreeSurfer (6.0) [ADNI3],UCSFFSX6,Volume,ST40CV,LMidTemp,mm3,<class 'numpy.float64'>,,"14853.0, 4928.0",2040.0,182.0,"ADNI1, ADNIGO, ADNI2, ADNI4",False,predittore,volume,
UCSF - Cross-Sectional FreeSurfer (6.0) [ADNI3],UCSFFSX6,Volume,ST96SV,RVentricle,mm3,<class 'numpy.float64'>,,"75143.8, 3423.0",2136.0,86.0,"ADNI1, ADNIGO, ADNI2, ADNI4",False,predittore,volume,
UCSF - Cross-Sectional FreeSurfer (6.0) [ADNI3],UCSFFSX6,Volume,ST83CV,REntorhinal,mm3,<class 'numpy.float64'>,,"4119.0, 403.0",1947.0,275.0,"ADNI1, ADNIGO, ADNI2, ADNI4",False,predittore,volume,
UCSF - Cross-Sectional FreeSurfer (6.0) [ADNI3],UCSFFSX6,Volume,ST85CV,RFusiform,mm3,<class 'numpy.float64'>,,"13646.0, 4508.0",1807.0,415.0,"ADNI1, ADNIGO, ADNI2, ADNI4",False,predittore,volume,
UCSF - Cross-Sectional FreeSurfer (6.0) [ADNI3],UCSFFSX6,Volume,ST88SV,RHippocampus,mm3,<class 'numpy.float64'>,,"5461.8, 1618.0",1954.0,268.0,"ADNI1, ADNIGO, ADNI2, ADNI4",False,predittore,volume,
UCSF - Cross-Sectional FreeSurfer (6.0) [ADNI3],UCSFFSX6,Volume,ST99CV,RMidTemp,mm3,<class 'numpy.float64'>,,"17471.0, 5425.0",2040.0,182.0,"ADNI1, ADNIGO, ADNI2, ADNI4",False,predittore,volume,
UCSF - Cross-Sectional FreeSurfer (6.0) [ADNI3],UCSFFSX6,,,VISIT_MONTH,,<class 'numpy.int64'>,,"65.0, 0.0",2222.0,0.0,"ADNI1, ADNIGO, ADNI2, ADNI4",False,,,
UCSF - Cross-Sectional FreeSurfer (6.0) [ADNI3],UCSFFSX6,,,VISIT_MONTH,,,,,,,,,,,
UCSF - Cross-Sectional FreeSurfer (6.0) [ADNI3],UCSFFSX6,,,VISIT_MONTH,,,,,,,,,,,
"UCSF - Cross-Sectional FreeSurfer (7.x) [ADNI1,GO,2,3,4]",UCSFFSX7,ID,RID,RID,,<class 'numpy.int64'>,,"10849.0, 21.0",847.0,0.0,"ADNI1, ADNIGO, ADNI2, ADNI3",False,,,
"UCSF - Cross-Sectional FreeSurfer (7.x) [ADNI1,GO,2,3,4]",UCSFFSX7,Cohort,PHASE,COHORT,,<class 'str'>,ADNI4,,847.0,0.0,"ADNI1, ADNIGO, ADNI2, ADNI3",False,,,
"UCSF - Cross-Sectional FreeSurfer (7.x) [ADNI1,GO,2,3,4]",UCSFFSX7,Visit,EXAMDATE,EXAMDATE,,<class 'datetime.date'>,,,847.0,0.0,"ADNI1, ADNIGO, ADNI2, ADNI3",False,,,
"UCSF - Cross-Sectional FreeSurfer (7.x) [ADNI1,GO,2,3,4]",UCSFFSX7,Other,STATUS,STATUS,,<class 'str'>,complete,,847.0,0.0,"ADNI1, ADNIGO, ADNI2, ADNI3",False,,,
"UCSF - Cross-Sectional FreeSurfer (7.x) [ADNI1,GO,2,3,4]",UCSFFSX7,Volume,ST37SV,LVentricle,mm3,<class 'numpy.float64'>,,"60617.9, 3381.6",832.0,15.0,"ADNI1, ADNIGO, ADNI2, ADNI3",False,predittore,volume,
"UCSF - Cross-Sectional FreeSurfer (7.x) [ADNI1,GO,2,3,4]",UCSFFSX7,Volume,ST10CV,ICV,mm3,<class 'numpy.float64'>,,"3355826.65296, 969370.245666",847.0,0.0,"ADNI1, ADNIGO, ADNI2, ADNI3",False,predittore,volume,
"UCSF - Cross-Sectional FreeSurfer (7.x) [ADNI1,GO,2,3,4]",UCSFFSX7,Volume,ST24CV,LEntorhinal,mm3,<class 'numpy.float64'>,,"3440.0, 692.0",727.0,120.0,"ADNI1, ADNIGO, ADNI2, ADNI3",False,predittore,volume,
"UCSF - Cross-Sectional FreeSurfer (7.x) [ADNI1,GO,2,3,4]",UCSFFSX7,Volume,ST26CV,LFusiform,mm3,<class 'numpy.float64'>,,"12931.0, 4736.0",570.0,277.0,"ADNI1, ADNIGO, ADNI2, ADNI3",False,predittore,volume,
"UCSF - Cross-Sectional FreeSurfer (7.x) [ADNI1,GO,2,3,4]",UCSFFSX7,Volume,ST29SV,Lhippocampus,mm3,<class 'numpy.float64'>,,"5083.2, 2126.8",732.0,115.0,"ADNI1, ADNIGO, ADNI2, ADNI3",False,predittore,volume,
"UCSF - Cross-Sectional FreeSurfer (7.x) [ADNI1,GO,2,3,4]",UCSFFSX7,Volume,ST40CV,LMidTemp,mm3,<class 'numpy.float64'>,,"14495.0, 5309.0",646.0,201.0,"ADNI1, ADNIGO, ADNI2, ADNI3",False,predittore,volume,
"UCSF - Cross-Sectional FreeSurfer (7.x) [ADNI1,GO,2,3,4]",UCSFFSX7,Volume,ST96SV,RVentricle,mm3,<class 'numpy.float64'>,,"54360.9, 2577.1",832.0,15.0,"ADNI1, ADNIGO, ADNI2, ADNI3",False,predittore,volume,
"UCSF - Cross-Sectional FreeSurfer (7.x) [ADNI1,GO,2,3,4]",UCSFFSX7,Volume,ST83CV,REntorhinal,mm3,<class 'numpy.float64'>,,"3740.0, 679.0",727.0,120.0,"ADNI1, ADNIGO, ADNI2, ADNI3",False,predittore,volume,
"UCSF - Cross-Sectional FreeSurfer (7.x) [ADNI1,GO,2,3,4]",UCSFFSX7,Volume,ST85CV,RFusiform,mm3,<class 'numpy.float64'>,,"13378.0, 4634.0",570.0,277.0,"ADNI1, ADNIGO, ADNI2, ADNI3",False,predittore,volume,
"UCSF - Cross-Sectional FreeSurfer (7.x) [ADNI1,GO,2,3,4]",UCSFFSX7,Volume,ST88SV,RHippocampus,mm3,<class 'numpy.float64'>,,"5119.1, 2059.0",732.0,115.0,"ADNI1, ADNIGO, ADNI2, ADNI3",False,predittore,volume,
"UCSF - Cross-Sectional FreeSurfer (7.x) [ADNI1,GO,2,3,4]",UCSFFSX7,Volume,ST99CV,RMidTemp,mm3,<class 'numpy.float64'>,,"16377.0, 6623.0",646.0,201.0,"ADNI1, ADNIGO, ADNI2, ADNI3",False,predittore,volume,
"UCSF - Cross-Sectional FreeSurfer (7.x) [ADNI1,GO,2,3,4]",UCSFFSX7,,,VISIT_MONTH,,<class 'numpy.int64'>,"0, 12, 11, 14, 13, 22","22.0, 0.0",847.0,0.0,"ADNI1, ADNIGO, ADNI2, ADNI3",False,,,
"UCSF - Cross-Sectional FreeSurfer (7.x) [ADNI1,GO,2,3,4]",UCSFFSX7,,,VISIT_MONTH,,,,,,,,,,,
"UCSF - Cross-Sectional FreeSurfer (7.x) [ADNI1,GO,2,3,4]",UCSFFSX7,,,VISIT_MONTH,,,,,,,,,,,
"UCSF - Cross-Sectional FreeSurfer (FreeSurfer Version 4.3) [ADNI1,GO,2]",UCSFFSX,ID,RID,RID,,<class 'numpy.int64'>,,"1435.0, 2.0",4143.0,0.0,pop not found,False,,,
"UCSF - Cross-Sectional FreeSurfer (FreeSurfer Version 4.3) [ADNI1,GO,2]",UCSFFSX,Visit,EXAMDATE,EXAMDATE,,<class 'datetime.date'>,,,4143.0,0.0,pop not found,False,,,
"UCSF - Cross-Sectional FreeSurfer (FreeSurfer Version 4.3) [ADNI1,GO,2]",UCSFFSX,Other,STATUS,STATUS,,<class 'str'>,complete,,4143.0,0.0,pop not found,False,,,
"UCSF - Cross-Sectional FreeSurfer (FreeSurfer Version 4.3) [ADNI1,GO,2]",UCSFFSX,Volume,ST37SV,LVentricle,mm3,<class 'numpy.int64'>,,"87716.0, 3111.0",4143.0,0.0,pop not found,False,predittore,volume,
"UCSF - Cross-Sectional FreeSurfer (FreeSurfer Version 4.3) [ADNI1,GO,2]",UCSFFSX,Volume,ST10CV,ICV,mm3,<class 'numpy.int64'>,,"2110290.0, 843290.0",4143.0,0.0,pop not found,False,predittore,volume,
"UCSF - Cross-Sectional FreeSurfer (FreeSurfer Version 4.3) [ADNI1,GO,2]",UCSFFSX,Volume,ST24CV,LEntorhinal,mm3,<class 'numpy.int64'>,,"3705.0, 266.0",4143.0,0.0,pop not found,False,predittore,volume,
"UCSF - Cross-Sectional FreeSurfer (FreeSurfer Version 4.3) [ADNI1,GO,2]",UCSFFSX,Volume,ST26CV,LFusiform,mm3,<class 'numpy.float64'>,,"12710.0, 2600.0",4142.0,1.0,pop not found,False,predittore,volume,
"UCSF - Cross-Sectional FreeSurfer (FreeSurfer Version 4.3) [ADNI1,GO,2]",UCSFFSX,Volume,ST29SV,Lhippocampus,mm3,<class 'numpy.int64'>,,"5468.0, 1217.0",4143.0,0.0,pop not found,False,predittore,volume,
"UCSF - Cross-Sectional FreeSurfer (FreeSurfer Version 4.3) [ADNI1,GO,2]",UCSFFSX,Volume,ST40CV,LMidTemp,mm3,<class 'numpy.int64'>,,"15462.0, 1958.0",4143.0,0.0,pop not found,False,predittore,volume,
"UCSF - Cross-Sectional FreeSurfer (FreeSurfer Version 4.3) [ADNI1,GO,2]",UCSFFSX,Volume,ST96SV,RVentricle,mm3,<class 'numpy.int64'>,,"72924.0, 2320.0",4143.0,0.0,pop not found,False,predittore,volume,
"UCSF - Cross-Sectional FreeSurfer (FreeSurfer Version 4.3) [ADNI1,GO,2]",UCSFFSX,Volume,ST83CV,REntorhinal,mm3,<class 'numpy.int64'>,,"3955.0, 402.0",4143.0,0.0,pop not found,False,predittore,volume,
"UCSF - Cross-Sectional FreeSurfer (FreeSurfer Version 4.3) [ADNI1,GO,2]",UCSFFSX,Volume,ST85CV,RFusiform,mm3,<class 'numpy.int64'>,,"13203.0, 3432.0",4143.0,0.0,pop not found,False,predittore,volume,
"UCSF - Cross-Sectional FreeSurfer (FreeSurfer Version 4.3) [ADNI1,GO,2]",UCSFFSX,Volume,ST88SV,RHippocampus,mm3,<class 'numpy.int64'>,,"5818.0, 734.0",4143.0,0.0,pop not found,False,predittore,volume,
"UCSF - Cross-Sectional FreeSurfer (FreeSurfer Version 4.3) [ADNI1,GO,2]",UCSFFSX,Volume,ST99CV,RMidTemp,mm3,<class 'numpy.float64'>,,"15683.0, 2378.0",4142.0,1.0,pop not found,False,predittore,volume,
"UCSF - Cross-Sectional FreeSurfer (FreeSurfer Version 4.3) [ADNI1,GO,2]",UCSFFSX,Visit,,VISIT_MONTH,,<class 'numpy.int64'>,,"110.0, 0.0",4143.0,0.0,pop not found,False,,,
"UCSF - Cross-Sectional FreeSurfer (FreeSurfer Version 4.3) [ADNI1,GO,2]",UCSFFSX,,,VISIT_MONTH,,,,,,,,,,,
"UCSF - Cross-Sectional FreeSurfer (FreeSurfer Version 4.3) [ADNI1,GO,2]",UCSFFSX,,,VISIT_MONTH,,,,,,,,,,,
